link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,moving_agent_vol_auto,moving_agent_vol_walk,moving_agent_vol_bike,moving_agent_vol_bus,moving_agent_vol_truck,moving_agent_vol_cav,moving_agent_vol_ev,moving_agent_vol_hov,MEU_vol_auto,MEU_vol_walk,MEU_vol_bike,MEU_vol_bus,MEU_vol_truck,MEU_vol_cav,MEU_vol_ev,MEU_vol_hov,mode_link_cap_auto,mode_link_cap_walk,mode_link_cap_bike,mode_link_cap_bus,mode_link_cap_truck,mode_link_cap_cav,mode_link_cap_ev,mode_link_cap_hov,mode_DOC_auto,mode_DOC_walk,mode_DOC_bike,mode_DOC_bus,mode_DOC_truck,mode_DOC_cav,mode_DOC_ev,mode_DOC_hov,mode_TT_auto,mode_TT_walk,mode_TT_bike,mode_TT_bus,mode_TT_truck,mode_TT_cav,mode_TT_ev,mode_TT_hov,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
11,11,bpr,5,4,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18085.969,-1.000,0.000,,3:10085;11:1300;,0.000,0.000,0.000,,,,0.000,18085.969,2.321,51.702,32.133,0.862,1.017,1.017,17782.794,17782.794,0.000,0.000,0.000,1.000,1.000,18085.969,0.955,1.142,0.974,0.000,60.000,51.000,0.400,4.000,39.475,37.516,22481.006,699.622,22481.006,699.622,96.756,0.000,"LINESTRING (-96.731576 43.564298, -96.747175 43.563918)",18085.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18085.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17782.794,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.017049,0.000000,0.000000,0.000000,1.017049,1.017049,1.017049,1.017049,2.321,999900.000,999900.000,999900.000,2.321,2.321,2.321,2.321,60.000,60.000,60.000,60.000,52.010,40.208,38.485,46.238,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18085.969,18085.969,0.000,51.702,51.702,0.000,1.017,1.017,0.000,0.974,0.974,0.000,period-based
12,12,bpr,5,6,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8790.453,-1.000,0.000,,2:825;8:4784;,0.000,0.000,0.000,,,,0.000,8790.453,9.977,24.055,14.951,0.401,1.777,1.777,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,8790.453,0.955,1.142,1.840,1.083,60.000,51.000,0.400,4.000,13.716,9.125,21853.209,1461.697,21853.209,1461.697,875.667,772.250,"LINESTRING (-96.731367 43.563863, -96.711442 43.587414)",8790.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8790.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4947.995,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.776568,0.000000,0.000000,0.000000,1.776568,1.776568,1.776568,1.776568,9.977,999900.000,999900.000,999900.000,9.977,9.977,9.977,9.977,60.000,60.000,60.000,60.000,13.351,9.738,9.336,11.611,45.184,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8790.453,8790.453,0.000,24.055,24.055,0.000,1.777,1.777,0.000,1.840,1.840,0.000,period-based
13,13,bpr,5,9,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15801.863,-1.000,0.000,,8:1344;10:10357;,0.000,0.000,0.000,,,,0.000,15801.863,9.676,31.004,19.269,0.517,1.580,1.580,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,15801.863,0.955,1.142,1.610,1.083,60.000,51.000,0.400,4.000,18.879,13.829,49104.609,2548.370,49104.609,2548.370,1231.548,999.168,"LINESTRING (-96.731834 43.564028, -96.731506 43.548591)",15801.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15801.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.580186,0.000000,0.000000,0.000000,1.580186,1.580186,1.580186,1.580186,9.676,999900.000,999900.000,999900.000,9.676,9.676,9.676,9.676,60.000,60.000,60.000,60.000,21.381,14.914,14.201,18.262,48.441,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15801.863,15801.863,0.000,31.004,31.004,0.000,1.580,1.580,0.000,1.610,1.610,0.000,period-based
14,14,bpr,6,2,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,5988.725,-1.000,0.000,,1:3263;,0.000,0.000,0.000,,,,0.000,5988.725,6.596,45.480,28.266,0.758,1.208,1.208,4958.181,4958.181,0.000,0.000,0.000,1.000,1.000,5988.725,0.955,1.142,1.185,0.250,60.000,51.000,0.400,4.000,32.262,28.522,18610.084,658.388,18610.084,658.388,159.328,71.259,"LINESTRING (-96.711379 43.587580, -96.710986 43.605807)",5988.725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5988.725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4958.181,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.207847,0.000000,0.000000,0.000000,1.207847,1.207847,1.207847,1.207847,6.596,999900.000,999900.000,999900.000,6.596,6.596,6.596,6.596,60.000,60.000,60.000,60.000,42.541,30.959,29.372,37.675,55.960,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5988.725,5988.725,0.000,45.480,45.480,0.000,1.208,1.208,0.000,1.185,1.185,0.000,period-based
15,15,bpr,6,5,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8793.582,-1.000,0.000,,4:5366;9:2140;,0.000,0.000,0.000,,,,0.000,8793.582,9.985,24.035,14.938,0.401,1.777,1.777,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,8793.582,0.955,1.142,1.841,1.083,60.000,51.000,0.400,4.000,13.702,9.113,21860.986,1463.466,21860.986,1463.466,877.227,773.773,"LINESTRING (-96.711846 43.587757, -96.731771 43.564205)",8793.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8793.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4947.995,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.777201,0.000000,0.000000,0.000000,1.777201,1.777201,1.777201,1.777201,9.985,999900.000,999900.000,999900.000,9.985,9.985,9.985,9.985,60.000,60.000,60.000,60.000,13.331,9.725,9.324,11.594,45.176,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8793.582,8793.582,0.000,24.035,24.035,0.000,1.777,1.777,0.000,1.841,1.841,0.000,period-based
16,16,bpr,6,8,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12499.811,-1.000,0.000,,7:4618;16:3829;,0.000,0.000,0.000,,,,0.000,12499.811,14.719,8.153,5.067,0.136,2.552,2.552,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,12499.811,0.955,1.142,2.782,1.083,60.000,51.000,0.400,4.000,4.058,2.042,15537.365,3066.403,15537.365,3066.403,2649.743,2576.214,"LINESTRING (-96.711909 43.587583, -96.711647 43.562321)",12499.811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12499.811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4898.588,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.551717,0.000000,0.000000,0.000000,2.551717,2.551717,2.551717,2.551717,14.719,999900.000,999900.000,999900.000,14.719,14.719,14.719,14.719,60.000,60.000,60.000,60.000,2.463,2.110,2.066,2.302,40.886,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12499.811,12499.811,0.000,8.153,8.153,0.000,2.552,2.552,0.000,2.782,2.782,0.000,period-based
17,17,bpr,7,8,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12108.302,-1.000,0.000,,6:4655;9:1908;,0.000,0.000,0.000,,,,0.000,12108.302,5.558,32.386,20.128,0.540,1.544,1.544,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,12108.302,0.955,1.142,1.568,1.083,60.000,51.000,0.400,4.000,19.992,14.918,22576.076,1121.608,22576.076,1121.608,516.193,409.355,"LINESTRING (-96.693445 43.564107, -96.711404 43.562588)",12108.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12108.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7841.811,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.544069,0.000000,0.000000,0.000000,1.544069,1.544069,1.544069,1.544069,5.558,999900.000,999900.000,999900.000,5.558,5.558,5.558,5.558,60.000,60.000,60.000,60.000,23.234,16.116,15.330,19.811,49.182,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12108.302,12108.302,0.000,32.386,32.386,0.000,1.544,1.544,0.000,1.568,1.568,0.000,period-based
18,18,bpr,7,18,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15851.105,-1.000,0.000,,16:5295;20:9355;,0.000,0.000,0.000,,,,0.000,15851.105,2.063,58.164,36.149,0.969,0.677,0.677,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,15851.106,0.955,1.142,0.201,0.000,60.000,51.000,0.400,4.000,54.314,50.967,19703.053,545.048,19703.053,545.048,16.678,0.000,"LINESTRING (-96.693687 43.563854, -96.694343 43.546754)",15851.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15851.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,0.677297,0.000000,0.000000,0.000000,0.677297,0.677297,0.677297,0.677297,2.063,999900.000,999900.000,999900.000,2.063,2.063,2.063,2.063,60.000,60.000,60.000,60.000,58.814,56.893,55.068,57.628,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15851.105,15851.105,0.000,58.164,58.164,0.000,0.677,0.677,0.000,0.201,0.201,0.000,period-based
19,19,bpr,8,6,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12534.005,-1.000,0.000,,2:4231;5:4802;,0.000,0.000,0.000,,,,0.000,12534.005,14.859,8.076,5.019,0.135,2.559,2.559,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,12534.005,0.955,1.142,2.791,1.083,60.000,51.000,0.400,4.000,4.017,2.018,15579.869,3103.984,15579.869,3103.984,2686.184,2612.455,"LINESTRING (-96.711117 43.562327, -96.711379 43.587588)",12534.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12534.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4898.588,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.558698,0.000000,0.000000,0.000000,2.558698,2.558698,2.558698,2.558698,14.859,999900.000,999900.000,999900.000,14.859,14.859,14.859,14.859,60.000,60.000,60.000,60.000,2.431,2.084,2.041,2.273,40.874,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12534.005,12534.005,0.000,8.076,8.076,0.000,2.559,2.559,0.000,2.791,2.791,0.000,period-based
20,20,bpr,8,7,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12045.049,-1.000,0.000,,18:7895;,0.000,0.000,0.000,,,,0.000,12045.049,5.505,32.698,20.322,0.545,1.536,1.536,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,12045.048,0.955,1.142,1.559,1.083,60.000,51.000,0.400,4.000,20.247,15.172,22458.139,1105.102,22458.139,1105.102,502.850,396.570,"LINESTRING (-96.711359 43.562060, -96.693400 43.563580)",12045.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12045.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7841.811,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.536003,0.000000,0.000000,0.000000,1.536003,1.536003,1.536003,1.536003,5.505,999900.000,999900.000,999900.000,5.505,5.505,5.505,5.505,60.000,60.000,60.000,60.000,23.663,16.396,15.593,20.171,49.353,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12045.049,12045.049,0.000,32.698,32.698,0.000,1.536,1.536,0.000,1.559,1.559,0.000,period-based
21,21,bpr,8,9,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6875.053,-1.000,0.000,,5:1351;10:2400;,0.000,0.000,0.000,,,,0.000,6875.053,15.152,39.599,24.611,0.660,1.361,1.361,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,6875.053,0.955,1.142,1.358,0.750,60.000,51.000,0.400,4.000,26.326,21.602,42728.734,1736.163,42728.734,1736.163,590.321,388.114,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",6875.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6875.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5050.193,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.361345,0.000000,0.000000,0.000000,1.361345,1.361345,1.361345,1.361345,15.152,999900.000,999900.000,999900.000,15.152,15.152,15.152,15.152,60.000,60.000,60.000,60.000,33.875,23.477,22.249,29.076,53.228,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6875.053,6875.053,0.000,39.599,39.599,0.000,1.361,1.361,0.000,1.358,1.358,0.000,period-based
22,22,bpr,8,16,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8385.949,-1.000,0.000,,10:0;17:1976;,0.000,0.000,0.000,,,,0.000,8385.949,10.722,27.980,17.390,0.466,1.662,1.662,5045.823,5045.823,0.000,0.000,0.000,1.000,1.000,8385.949,0.955,1.142,1.705,1.083,60.000,51.000,0.400,4.000,16.549,11.632,26059.506,1498.559,26059.506,1498.559,799.730,676.407,"LINESTRING (-96.711647 43.562324, -96.711647 43.546744)",8385.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8385.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5045.823,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.661959,0.000000,0.000000,0.000000,1.661959,1.661959,1.661959,1.661959,10.722,999900.000,999900.000,999900.000,10.722,10.722,10.722,10.722,60.000,60.000,60.000,60.000,17.617,12.492,11.928,15.140,46.918,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8385.949,8385.949,0.000,27.980,27.980,0.000,1.662,1.662,0.000,1.705,1.705,0.000,period-based
23,23,bpr,9,5,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15810.865,-1.000,0.000,,4:10787;6:2142;,0.000,0.000,0.000,,,,0.000,15810.865,9.687,30.970,19.248,0.516,1.581,1.581,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,15810.865,0.955,1.142,1.611,1.083,60.000,51.000,0.400,4.000,18.852,13.802,49132.582,2552.632,49132.582,2552.632,1235.060,1002.548,"LINESTRING (-96.730977 43.548602, -96.731304 43.564039)",15810.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15810.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.581086,0.000000,0.000000,0.000000,1.581086,1.581086,1.581086,1.581086,9.687,999900.000,999900.000,999900.000,9.687,9.687,9.687,9.687,60.000,60.000,60.000,60.000,21.336,14.885,14.174,18.225,48.423,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15810.865,15810.865,0.000,30.970,30.970,0.000,1.581,1.581,0.000,1.611,1.611,0.000,period-based
24,24,bpr,9,8,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6831.187,-1.000,0.000,,6:0;7:1907;16:1175;,0.000,0.000,0.000,,,,0.000,6831.187,15.022,39.942,24.824,0.666,1.353,1.353,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,6831.186,0.955,1.142,1.348,0.750,60.000,51.000,0.400,4.000,26.652,21.967,42456.102,1710.258,42456.102,1710.258,571.727,370.810,"LINESTRING (-96.731091 43.548379, -96.711231 43.562106)",6831.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6831.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5050.193,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.352658,0.000000,0.000000,0.000000,1.352658,1.352658,1.352658,1.352658,15.022,999900.000,999900.000,999900.000,15.022,15.022,15.022,15.022,60.000,60.000,60.000,60.000,34.402,23.876,22.626,29.561,53.413,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6831.187,6831.187,0.000,39.942,39.942,0.000,1.353,1.353,0.000,1.348,1.348,0.000,period-based
25,25,bpr,9,10,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,21770.676,-1.000,0.000,,11:2519;15:6077;16:623;17:2292;,0.000,0.000,0.000,,,,0.000,21770.676,5.696,31.603,19.641,0.527,1.564,1.564,13915.788,13915.788,0.000,0.000,0.000,1.000,1.000,21770.677,0.955,1.142,1.592,1.083,60.000,51.000,0.400,4.000,19.357,14.294,40591.688,2066.648,40591.688,2066.648,978.114,786.020,"LINESTRING (-96.731506 43.548612, -96.731702 43.545287)",21770.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21770.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13915.788,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.564459,0.000000,0.000000,0.000000,1.564459,1.564459,1.564459,1.564459,5.696,999900.000,999900.000,999900.000,5.696,5.696,5.696,5.696,60.000,60.000,60.000,60.000,22.174,15.427,14.683,18.923,48.759,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21770.676,21770.676,0.000,31.603,31.603,0.000,1.564,1.564,0.000,1.592,1.592,0.000,period-based
26,26,bpr,10,9,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,21835.812,-1.000,0.000,,5:10358;8:2400;,0.000,0.000,0.000,,,,0.000,21835.812,5.728,31.424,19.530,0.524,1.569,1.569,13915.788,13915.788,0.000,0.000,0.000,1.000,1.000,21835.812,0.955,1.142,1.597,1.083,60.000,51.000,0.400,4.000,19.214,14.154,40713.137,2084.625,40713.137,2084.625,992.834,800.165,"LINESTRING (-96.731174 43.545255, -96.730977 43.548581)",21835.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21835.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13915.788,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.569139,0.000000,0.000000,0.000000,1.569139,1.569139,1.569139,1.569139,5.728,999900.000,999900.000,999900.000,5.728,5.728,5.728,5.728,60.000,60.000,60.000,60.000,21.936,15.273,14.538,18.724,48.664,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21835.812,21835.812,0.000,31.424,31.424,0.000,1.569,1.569,0.000,1.597,1.597,0.000,period-based
27,27,bpr,10,11,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17719.449,-1.000,0.000,,4:0;12:4854;14:1482;,0.000,0.000,0.000,,,,0.000,17719.449,12.394,24.206,15.044,0.403,1.772,1.772,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,17719.450,0.955,1.142,1.835,1.083,60.000,51.000,0.400,4.000,13.821,9.214,55063.547,3660.161,55063.547,3660.161,2183.540,1922.960,"LINESTRING (-96.731458 43.545535, -96.746860 43.544395)",17719.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17719.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.771945,0.000000,0.000000,0.000000,1.771945,1.771945,1.771945,1.771945,12.394,999900.000,999900.000,999900.000,12.394,12.394,12.394,12.394,60.000,60.000,60.000,60.000,13.502,9.836,9.429,11.736,45.245,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,17719.449,17719.449,0.000,24.206,24.206,0.000,1.772,1.772,0.000,1.835,1.835,0.000,period-based
