first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,FFTT,co2,nox,OD_based_UE_relative_gap_compared_to_least_time_path_travel_time,path_based_UE_gap,path_based_relative_UE_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,toll,number_of_nodes,node_sequence,link_id_sequence,geometry,link_special_flag_sequence,sequential_link_delay,sequential_link_FFTT,DTM_OD_impact,DTM_path_impact,DTM_#_of_lane_closure_links,lane_closure_link_vector,DTM_new_path_generated,DTM_volume_before,DTM_volume_after,DTM_volume_diff, DTM_TT_0,DTM_Vol_0,
0,11,1,8,0,7,1->8,0,auto,am,0.0000,16.0000,9.9441,35.4849,16.0000,7.256970,0.001417,0.0000,7.7804,0.1893,0.0000,0.0000,0.0000,0.0000,0,35.4849,0.0000,6,1;3;4;5;6;8;,2;6;9;12;16;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324)",,0.010;0.329;0.360;5.488;13.298;,4.000;4.000;2.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,12,1,8,0,7,1->8,0,auto,am,0.0000,25.0000,15.5376,35.4864,25.0000,9.002267,0.002046,0.0000,7.7822,0.1893,0.0000,0.0000,0.0000,0.0000,0,35.4864,0.0000,6,1;3;4;5;9;8;,2;6;9;13;24;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324)",,0.010;0.329;0.360;4.761;5.026;,4.000;4.000;2.000;5.000;10.000;,0,,,,,,,,,-1.000000,0.000000,
0,13,1,9,0,8,1->9,0,auto,am,500.0000,15.0000,9.3226,20.4602,15.0000,5.419319,0.001266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,20.4602,0.0000,5,1;3;4;5;9;,2;6;9;13;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596)",,0.010;0.329;0.360;4.761;,4.000;4.000;2.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,14,1,9,0,8,1->9,0,auto,am,0.0000,22.0000,13.6731,39.7253,22.0000,8.727459,0.001797,0.0000,19.2632,0.4686,0.0000,0.0000,0.0000,0.0000,0,39.7253,0.0000,6,1;3;12;11;10;9;,2;7;36;32;26;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",,0.010;0.024;7.634;7.233;2.823;,4.000;4.000;6.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,15,1,10,0,9,1->10,0,auto,am,0.0000,19.0000,11.8086,27.7014,19.0000,7.034968,0.001603,0.0000,1.4294,0.0348,0.0000,0.0000,0.0000,0.0000,0,27.7014,0.0000,5,1;3;4;11;10;,2;6;10;32;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271)",,0.010;0.329;1.128;7.233;,4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,16,1,10,0,9,1->10,0,auto,am,1300.0000,18.0000,11.1871,26.2709,18.0000,6.600875,0.001493,0.0000,0.1959,0.0045,0.0000,0.0000,0.0000,0.0000,0,26.2709,0.0000,6,1;3;4;5;9;10;,2;6;9;13;25;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",,0.010;0.329;0.360;4.761;2.811;,4.000;4.000;2.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,17,1,10,0,9,1->10,0,auto,am,0.0000,19.0000,11.8086,33.9019,19.0000,7.544745,0.001570,0.0000,7.6276,0.1855,0.0000,0.0000,0.0000,0.0000,0,33.9019,0.0000,5,1;3;12;11;10;,2;7;36;32;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",,0.010;0.024;7.634;7.233;,4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,18,1,11,0,10,1->11,0,auto,am,500.0000,14.0000,8.7011,15.4679,14.0000,4.816013,0.001223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.4679,0.0000,4,1;3;4;11;,2;6;10;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131)",,0.010;0.329;1.128;,4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,19,1,11,0,10,1->11,0,auto,am,0.0000,14.0000,8.7011,21.6684,14.0000,5.325790,0.001190,0.0000,6.1981,0.1508,0.0000,0.0000,0.0000,0.0000,0,21.6684,0.0000,4,1;3;12;11;,2;7;36;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",,0.010;0.024;7.634;,4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,20,1,12,0,11,1->12,0,auto,am,200.0000,8.0000,4.9720,8.0348,8.0000,2.769131,0.000736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,8.0348,0.0000,3,1;3;12;,2;7;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",,0.010;0.024;,4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,21,1,13,0,12,1->13,0,auto,am,500.0000,11.0000,6.8365,11.0635,11.0000,3.806550,0.001011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,11.0635,0.0000,4,1;3;12;13;,2;7;37;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,0.010;0.024;0.029;,4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,22,1,14,0,13,1->14,0,auto,am,300.0000,18.0000,11.1871,29.1389,18.0000,7.008595,0.001545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,29.1389,0.0000,5,1;3;4;11;14;,2;6;10;34;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306)",,0.010;0.329;1.128;9.671;,4.000;4.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,23,1,14,0,13,1->14,0,auto,am,0.0000,18.0000,11.1871,35.3394,18.0000,7.518372,0.001512,0.0000,6.1981,0.1508,0.0000,0.0000,0.0000,0.0000,0,35.3394,0.0000,5,1;3;12;11;14;,2;7;36;34;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306)",,0.010;0.024;7.634;9.671;,4.000;4.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,24,1,14,0,13,1->14,0,auto,am,0.0000,21.0000,13.0516,40.4724,21.0000,8.814173,0.001809,0.0000,11.3288,0.2756,0.0000,0.0000,0.0000,0.0000,0,40.4724,0.0000,7,1;3;12;13;24;23;14;,2;7;37;39;76;71;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",,0.010;0.024;0.029;13.131;1.661;4.618;,4.000;4.000;3.000;4.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,25,1,15,0,14,1->15,0,auto,am,498.6615,24.0000,14.9161,39.8924,24.0000,9.156314,0.001947,0.0001,0.3316,0.0076,0.0000,0.0000,0.0000,0.0000,0,39.8924,0.0000,7,1;3;4;5;9;10;15;,2;6;9;13;25;28;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",,0.010;0.329;0.360;4.761;2.811;7.621;,4.000;4.000;2.000;5.000;3.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,26,1,15,0,14,1->15,0,auto,am,1.3385,23.0000,14.2946,41.2377,23.0000,9.213739,0.001925,0.0001,1.3444,0.0283,0.0000,0.0000,0.0000,0.0000,0,41.2377,0.0000,6,1;3;4;11;14;15;,2;6;10;34;41;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",,0.010;0.329;1.128;9.671;7.099;,4.000;4.000;6.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,27,1,15,0,14,1->15,0,auto,am,0.0000,23.0000,14.2946,47.4382,23.0000,9.723516,0.001892,0.0001,7.5425,0.1590,0.0000,0.0000,0.0000,0.0000,0,47.4382,0.0000,6,1;3;12;11;14;15;,2;7;36;34;41;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",,0.010;0.024;7.634;9.671;7.099;,4.000;4.000;6.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,28,1,16,0,15,1->16,0,auto,am,492.8033,18.0000,11.1871,38.4379,18.0000,7.946339,0.001564,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,38.4379,0.0000,5,1;2;6;8;16;,1;4;16;22;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",,0.001;1.404;13.298;5.735;,6.000;5.000;2.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,29,1,16,0,15,1->16,0,auto,am,0.0000,22.0000,13.6731,46.6357,22.0000,9.551866,0.001861,0.0001,8.1993,0.1728,0.0000,0.0000,0.0000,0.0000,0,46.6357,0.0000,7,1;3;4;5;9;10;16;,2;6;9;13;25;29;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744)",,0.010;0.329;0.360;4.761;2.811;16.365;,4.000;4.000;2.000;5.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,30,1,16,0,15,1->16,0,auto,am,7.1967,21.0000,13.0516,38.5841,21.0000,8.761274,0.001860,0.0001,0.1494,0.0032,0.0000,0.0000,0.0000,0.0000,0,38.5841,0.0000,7,1;2;6;8;7;18;16;,1;4;16;20;18;55;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,0.001;1.404;13.298;2.620;0.062;0.199;,6.000;5.000;2.000;3.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,31,1,16,0,15,1->16,0,auto,am,0.0000,33.0000,20.5096,46.3677,33.0000,11.885946,0.002720,0.0001,7.9317,0.1672,0.0000,0.0000,0.0000,0.0000,0,46.3677,0.0000,9,1;3;4;5;9;8;7;18;16;,2;6;9;13;24;20;18;55;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,0.010;0.329;0.360;4.761;5.026;2.620;0.062;0.199;,4.000;4.000;2.000;5.000;10.000;3.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,32,1,17,0,16,1->17,0,auto,am,0.0000,27.0000,16.7806,44.0094,27.0000,10.261561,0.002208,0.0000,1.4294,0.0301,0.0000,0.0000,0.0000,0.0000,0,44.0094,0.0000,6,1;3;4;11;10;17;,2;6;10;32;30;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280)",,0.010;0.329;1.128;7.233;8.308;,4.000;4.000;6.000;5.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,33,1,17,0,16,1->17,0,auto,am,400.0000,26.0000,16.1591,42.5790,26.0000,9.827468,0.002097,0.0000,0.1959,0.0040,0.0000,0.0000,0.0000,0.0000,0,42.5790,0.0000,7,1;3;4;5;9;10;17;,2;6;9;13;25;30;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",,0.010;0.329;0.360;4.761;2.811;8.308;,4.000;4.000;2.000;5.000;3.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,34,1,17,0,16,1->17,0,auto,am,0.0000,20.0000,12.4301,46.4716,20.0000,9.176737,0.001733,0.0000,3.8859,0.0819,0.0000,0.0000,0.0000,0.0000,0,46.4716,0.0000,6,1;2;6;8;16;17;,1;4;16;22;49;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",,0.001;1.404;13.298;5.735;6.034;,6.000;5.000;2.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,35,1,18,0,17,1->18,0,auto,am,100.0000,18.0000,11.1871,35.3851,18.0000,7.731209,0.001594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,35.3851,0.0000,6,1;2;6;8;7;18;,1;4;16;20;18;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,0.001;1.404;13.298;2.620;0.062;,6.000;5.000;2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,36,1,18,0,17,1->18,0,auto,am,0.0000,21.0000,13.0516,43.1671,21.0000,9.110585,0.001825,0.0000,7.7804,0.1640,0.0000,0.0000,0.0000,0.0000,0,43.1671,0.0000,8,1;3;4;5;6;8;7;18;,2;6;9;12;16;20;18;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,0.010;0.329;0.360;5.488;13.298;2.620;0.062;,4.000;4.000;2.000;4.000;2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,37,1,18,0,17,1->18,0,auto,am,0.0000,30.0000,18.6451,43.1687,30.0000,10.855882,0.002454,0.0000,7.7822,0.1641,0.0000,0.0000,0.0000,0.0000,0,43.1687,0.0000,8,1;3;4;5;9;8;7;18;,2;6;9;13;24;20;18;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,0.010;0.329;0.360;4.761;5.026;2.620;0.062;,4.000;4.000;2.000;5.000;10.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,38,1,19,0,18,1->19,0,auto,am,300.0000,27.0000,16.7806,44.1973,27.0000,10.218014,0.002184,0.0000,0.3316,0.0063,0.0000,0.0000,0.0000,0.0000,0,44.1973,0.0000,8,1;3;4;5;9;10;15;19;,2;6;9;13;25;28;45;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",,0.010;0.329;0.360;4.761;2.811;7.621;1.305;,4.000;4.000;2.000;5.000;3.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,39,1,19,0,18,1->19,0,auto,am,0.0000,26.0000,16.1591,45.5426,26.0000,10.275439,0.002162,0.0000,1.3444,0.0253,0.0000,0.0000,0.0000,0.0000,0,45.5426,0.0000,7,1;3;4;11;14;15;19;,2;6;10;34;41;45;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",,0.010;0.329;1.128;9.671;7.099;1.305;,4.000;4.000;6.000;4.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,40,1,19,0,18,1->19,0,auto,am,0.0000,22.0000,13.6731,53.1518,22.0000,10.255852,0.001893,0.0000,8.9449,0.1683,0.0000,0.0000,0.0000,0.0000,0,53.1518,0.0000,7,1;2;6;8;16;17;19;,1;4;16;22;49;53;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,0.001;1.404;13.298;5.735;6.034;4.680;,6.000;5.000;2.000;5.000;2.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,41,1,19,0,18,1->19,0,auto,am,0.0000,26.0000,16.1591,51.7431,26.0000,10.785215,0.002129,0.0000,7.5425,0.1419,0.0000,0.0000,0.0000,0.0000,0,51.7431,0.0000,7,1;3;12;11;14;15;19;,2;7;36;34;41;45;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",,0.010;0.024;7.634;9.671;7.099;1.305;,4.000;4.000;6.000;4.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,42,1,19,0,18,1->19,0,auto,am,0.0000,26.0000,16.1591,48.8782,26.0000,10.817273,0.002249,0.0000,4.6849,0.0882,0.0000,0.0000,0.0000,0.0000,0,48.8782,0.0000,8,1;2;6;8;7;18;20;19;,1;4;16;20;18;56;61;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)",,0.001;1.404;13.298;2.620;0.062;0.311;5.182;,6.000;5.000;2.000;3.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,43,1,20,0,19,1->20,0,auto,am,300.0000,22.0000,13.6731,39.6962,22.0000,9.103536,0.001946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,39.6962,0.0000,7,1;2;6;8;7;18;20;,1;4;16;20;18;56;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,0.001;1.404;13.298;2.620;0.062;0.311;,6.000;5.000;2.000;3.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,44,1,20,0,19,1->20,0,auto,am,0.0000,25.0000,15.5376,47.4783,25.0000,10.482912,0.002177,0.0000,7.7804,0.1458,0.0000,0.0000,0.0000,0.0000,0,47.4783,0.0000,9,1;3;4;5;6;8;7;18;20;,2;6;9;12;16;20;18;56;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,0.010;0.329;0.360;5.488;13.298;2.620;0.062;0.311;,4.000;4.000;2.000;4.000;2.000;3.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,45,1,20,0,19,1->20,0,auto,am,0.0000,31.0000,19.2666,53.3510,31.0000,11.928914,0.002486,0.0000,13.6511,0.2559,0.0000,0.0000,0.0000,0.0000,0,53.3510,0.0000,9,1;3;4;5;9;10;15;19;20;,2;6;9;13;25;28;45;59;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",,0.010;0.329;0.360;4.761;2.811;7.621;1.305;5.154;,4.000;4.000;2.000;5.000;3.000;6.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,46,1,21,0,20,1->21,0,auto,am,100.0000,18.0000,11.1871,39.6141,18.0000,8.162322,0.001604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,39.6141,0.0000,6,1;3;12;13;24;21;,2;7;37;39;75;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485)",,0.010;0.024;0.029;13.131;8.420;,4.000;4.000;3.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,47,1,21,0,20,1->21,0,auto,am,0.0000,37.0000,22.9956,61.3845,37.0000,14.020192,0.002968,0.0000,21.7741,0.3547,0.0000,0.0000,0.0000,0.0000,0,61.3845,0.0000,10,1;3;4;5;9;10;15;19;20;21;,2;6;9;13;25;28;45;59;62;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",,0.010;0.329;0.360;4.761;2.811;7.621;1.305;5.154;2.034;,4.000;4.000;2.000;5.000;3.000;6.000;3.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,48,1,22,0,21,1->22,0,auto,am,0.0000,26.0000,16.1591,56.2575,26.0000,11.211037,0.002126,0.0001,12.5514,0.2045,0.0000,0.0000,0.0000,0.0000,0,56.2575,0.0000,7,1;3;12;11;14;15;22;,2;7;36;34;41;46;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858)",,0.010;0.024;7.634;9.671;7.099;5.819;,4.000;4.000;6.000;4.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
