link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,vehicle_volume,person_volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,vehicle_vol_auto,MEU_vol_auto,mode_link_cap_auto,mode_DOC_auto,mode_TT_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
11,11,bpr,5,4,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18661.408,18661.408,-1.000,0.000,,3:10625;11:1335;,0.000,0.000,0.000,,,,0.000,2.364,50.765,31.551,0.846,1.049,1.049,17782.794,17782.794,0.000,0.000,0.000,1.000,1.000,18661.408,0.955,1.142,1.009,0.000,60.000,51.000,0.400,4.000,38.319,36.051,23196.281,735.207,23196.281,735.207,113.160,3.387,"LINESTRING (-96.731576 43.564298, -96.747175 43.563918)",18661.408,18661.408,17782.794,1.049408,2.364,60.000,60.000,60.000,60.000,48.336,38.754,37.017,45.092,56.998,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18661.408,18661.408,0.000,50.765,0.000,-50.765,1.049,0.000,-1.049,1.009,0.000,-1.009,period-based
12,12,bpr,5,6,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8604.702,8604.702,-1.000,0.000,,2:602;8:4833;,0.000,0.000,0.000,,,,0.000,9.488,25.296,15.722,0.422,1.739,1.739,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,8604.702,0.955,1.142,1.796,1.083,60.000,51.000,0.400,4.000,14.589,9.878,21391.428,1360.624,21391.428,1360.624,786.977,685.745,"LINESTRING (-96.731367 43.563863, -96.711442 43.587414)",8604.702,8604.702,4947.995,1.739028,9.488,60.000,60.000,60.000,60.000,14.624,10.564,10.115,12.665,45.701,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8604.702,8604.702,0.000,25.296,0.000,-25.296,1.739,0.000,-1.739,1.796,0.000,-1.796,period-based
13,13,bpr,5,9,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15872.917,15872.917,-1.000,0.000,,8:1131;10:10640;,0.000,0.000,0.000,,,,0.000,9.761,30.735,19.102,0.512,1.587,1.587,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,15872.917,0.955,1.142,1.618,1.083,60.000,51.000,0.400,4.000,18.666,13.623,49325.410,2582.230,49325.410,2582.230,1259.487,1026.062,"LINESTRING (-96.731834 43.564028, -96.731506 43.548591)",15872.917,15872.917,10000.000,1.587292,9.761,60.000,60.000,60.000,60.000,21.030,14.687,13.989,17.969,48.299,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15872.917,15872.917,0.000,30.735,0.000,-30.735,1.587,0.000,-1.587,1.618,0.000,-1.618,period-based
14,14,bpr,6,2,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,5832.701,5832.701,-1.000,0.000,,1:3329;,0.000,0.000,0.000,,,,0.000,6.436,46.610,28.969,0.777,1.176,1.176,4958.181,4958.181,0.000,0.000,0.000,1.000,1.000,5832.701,0.955,1.142,1.150,0.000,60.000,51.000,0.400,4.000,33.496,30.025,18125.236,625.685,18125.236,625.685,139.627,53.852,"LINESTRING (-96.711379 43.587580, -96.710986 43.605807)",5832.701,5832.701,4958.181,1.176379,6.436,60.000,60.000,60.000,60.000,44.015,32.551,30.910,39.340,56.325,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5832.701,5832.701,0.000,46.610,0.000,-46.610,1.176,0.000,-1.176,1.150,0.000,-1.150,period-based
15,15,bpr,6,5,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8633.149,8633.149,-1.000,0.000,,4:5405;9:1892;,0.000,0.000,0.000,,,,0.000,9.560,25.103,15.602,0.418,1.745,1.745,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,8633.149,0.955,1.142,1.803,1.083,60.000,51.000,0.400,4.000,14.452,9.759,21462.148,1375.615,21462.148,1375.615,800.072,698.506,"LINESTRING (-96.711846 43.587757, -96.731771 43.564205)",8633.149,8633.149,4947.995,1.744777,9.560,60.000,60.000,60.000,60.000,14.421,10.433,9.991,12.497,45.619,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8633.149,8633.149,0.000,25.103,0.000,-25.103,1.745,0.000,-1.745,1.803,0.000,-1.803,period-based
16,16,bpr,6,8,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12639.714,12639.714,-1.000,0.000,,7:4464;16:4010;,0.000,0.000,0.000,,,,0.000,15.298,7.844,4.875,0.131,2.580,2.580,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,12639.714,0.955,1.142,2.818,1.083,60.000,51.000,0.400,4.000,3.894,1.945,15711.267,3222.708,15711.267,3222.708,2801.385,2727.033,"LINESTRING (-96.711909 43.587583, -96.711647 43.562321)",12639.714,12639.714,4898.588,2.580277,15.298,60.000,60.000,60.000,60.000,2.335,2.008,1.967,2.186,40.839,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12639.714,12639.714,0.000,7.844,0.000,-7.844,2.580,0.000,-2.580,2.818,0.000,-2.818,period-based
17,17,bpr,7,8,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12334.923,12334.923,-1.000,0.000,,6:4504;9:2096;,0.000,0.000,0.000,,,,0.000,5.755,31.278,19.439,0.521,1.573,1.573,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,12334.923,0.955,1.142,1.602,1.083,60.000,51.000,0.400,4.000,19.098,14.040,22998.613,1183.087,22998.613,1183.087,566.341,457.503,"LINESTRING (-96.693445 43.564107, -96.711404 43.562588)",12334.923,12334.923,7841.811,1.572969,5.755,60.000,60.000,60.000,60.000,21.742,15.147,14.421,18.563,48.586,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12334.923,12334.923,0.000,31.278,0.000,-31.278,1.573,0.000,-1.573,1.602,0.000,-1.602,period-based
18,18,bpr,7,18,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15766.467,15766.467,-1.000,0.000,,16:5321;20:9358;,0.000,0.000,0.000,,,,0.000,2.062,58.202,36.173,0.970,0.674,0.674,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,15766.467,0.955,1.142,0.197,0.000,60.000,51.000,0.400,4.000,54.423,50.969,19597.846,541.786,19597.846,541.786,16.238,0.000,"LINESTRING (-96.693687 43.563854, -96.694343 43.546754)",15766.467,15766.467,23403.473,0.673681,2.062,60.000,60.000,60.000,60.000,58.843,57.022,55.169,57.686,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15766.467,15766.467,0.000,58.202,0.000,-58.202,0.674,0.000,-0.674,0.197,0.000,-0.197,period-based
19,19,bpr,8,6,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12701.556,12701.556,-1.000,0.000,,2:4270;5:4931;,0.000,0.000,0.000,,,,0.000,15.560,7.712,4.793,0.129,2.593,2.593,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,12701.556,0.955,1.142,2.834,1.083,60.000,51.000,0.400,4.000,3.825,1.903,15788.137,3293.975,15788.137,3293.975,2870.589,2795.874,"LINESTRING (-96.711117 43.562327, -96.711379 43.587588)",12701.556,12701.556,4898.588,2.592902,15.560,60.000,60.000,60.000,60.000,2.281,1.965,1.925,2.137,40.818,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12701.556,12701.556,0.000,7.712,0.000,-7.712,2.593,0.000,-2.593,2.834,0.000,-2.834,period-based
20,20,bpr,8,7,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12181.716,12181.716,-1.000,0.000,,18:7955;,0.000,0.000,0.000,,,,0.000,5.620,32.026,19.904,0.534,1.553,1.553,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,12181.715,0.955,1.142,1.579,1.083,60.000,51.000,0.400,4.000,19.698,14.628,22712.957,1141.118,22712.957,1141.118,532.032,424.547,"LINESTRING (-96.711359 43.562060, -96.693400 43.563580)",12181.715,12181.715,7841.811,1.553431,5.620,60.000,60.000,60.000,60.000,22.743,15.796,15.030,19.399,48.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12181.716,12181.716,0.000,32.026,0.000,-32.026,1.553,0.000,-1.553,1.579,0.000,-1.579,period-based
21,21,bpr,8,9,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6933.323,6933.323,-1.000,0.000,,5:1117;10:2498;,0.000,0.000,0.000,,,,0.000,15.329,39.142,24.327,0.652,1.373,1.373,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,6933.323,0.955,1.142,1.371,0.750,60.000,51.000,0.400,4.000,25.896,21.124,43090.883,1771.319,43090.883,1771.319,615.765,411.844,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",6933.323,6933.323,5050.193,1.372883,15.329,60.000,60.000,60.000,60.000,33.174,22.953,21.754,28.436,52.978,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6933.323,6933.323,0.000,39.142,0.000,-39.142,1.373,0.000,-1.373,1.371,0.000,-1.371,period-based
