link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,vehicle_volume,person_volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,vehicle_vol_auto,MEU_vol_auto,mode_link_cap_auto,mode_DOC_auto,mode_TT_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
11,11,bpr,5,4,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18223.902,18223.902,-1.000,0.000,,3:10223;11:1300;,0.000,0.000,0.000,,,,0.000,2.331,51.482,31.997,0.858,1.025,1.025,17782.794,17782.794,0.000,0.000,0.000,1.000,1.000,18223.902,0.955,1.142,0.982,0.000,60.000,51.000,0.400,4.000,39.201,37.169,22652.457,707.966,22652.457,707.966,100.502,0.000,"LINESTRING (-96.731576 43.564298, -96.747175 43.563918)",18223.902,18223.902,17782.794,1.024805,2.331,60.000,60.000,60.000,60.000,51.859,39.866,38.138,45.977,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18223.902,18223.902,0.000,51.482,0.000,-51.482,1.025,0.000,-1.025,0.982,0.000,-0.982,period-based
12,12,bpr,5,6,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8761.802,8761.802,-1.000,0.000,,2:778;8:4803;,0.000,0.000,0.000,,,,0.000,9.899,24.244,15.068,0.404,1.771,1.771,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,8761.801,0.955,1.142,1.833,1.083,60.000,51.000,0.400,4.000,13.847,9.237,21781.980,1445.609,21781.980,1445.609,861.489,758.409,"LINESTRING (-96.731367 43.563863, -96.711442 43.587414)",8761.801,8761.801,4947.995,1.770778,9.899,60.000,60.000,60.000,60.000,13.540,9.861,9.452,11.767,45.261,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8761.802,8761.802,0.000,24.244,0.000,-24.244,1.771,0.000,-1.771,1.833,0.000,-1.833,period-based
13,13,bpr,5,9,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15799.567,15799.567,-1.000,0.000,,8:1267;10:10432;,0.000,0.000,0.000,,,,0.000,9.673,31.013,19.274,0.517,1.580,1.580,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,15799.567,0.955,1.142,1.610,1.083,60.000,51.000,0.400,4.000,18.886,13.835,49097.477,2547.284,49097.477,2547.284,1230.654,998.307,"LINESTRING (-96.731834 43.564028, -96.731506 43.548591)",15799.567,15799.567,10000.000,1.579957,9.673,60.000,60.000,60.000,60.000,21.392,14.921,14.208,18.271,48.445,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15799.567,15799.567,0.000,31.013,0.000,-31.013,1.580,0.000,-1.580,1.610,0.000,-1.610,period-based
14,14,bpr,6,2,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,5959.017,5959.017,-1.000,0.000,,1:3280;,0.000,0.000,0.000,,,,0.000,6.565,45.698,28.401,0.762,1.202,1.202,4958.181,4958.181,0.000,0.000,0.000,1.000,1.000,5959.016,0.955,1.142,1.178,0.250,60.000,51.000,0.400,4.000,32.498,28.807,18517.764,652.000,18517.764,652.000,155.415,67.783,"LINESTRING (-96.711379 43.587580, -96.710986 43.605807)",5959.016,5959.016,4958.181,1.201855,6.565,60.000,60.000,60.000,60.000,42.832,31.262,29.664,37.997,56.036,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5959.017,5959.017,0.000,45.698,0.000,-45.698,1.202,0.000,-1.202,1.178,0.000,-1.178,period-based
15,15,bpr,6,5,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8774.176,8774.176,-1.000,0.000,,4:5354;9:2127;,0.000,0.000,0.000,,,,0.000,9.933,24.162,15.017,0.403,1.773,1.773,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,8774.175,0.955,1.142,1.836,1.083,60.000,51.000,0.400,4.000,13.790,9.188,21812.742,1452.535,21812.742,1452.535,867.590,764.364,"LINESTRING (-96.711846 43.587757, -96.731771 43.564205)",8774.175,8774.175,4947.995,1.773279,9.933,60.000,60.000,60.000,60.000,13.458,9.808,9.402,11.699,45.228,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8774.176,8774.176,0.000,24.162,0.000,-24.162,1.773,0.000,-1.773,1.836,0.000,-1.836,period-based
16,16,bpr,6,8,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12518.920,12518.920,-1.000,0.000,,7:4553;16:3904;,0.000,0.000,0.000,,,,0.000,14.797,8.110,5.040,0.135,2.556,2.556,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,12518.920,0.955,1.142,2.787,1.083,60.000,51.000,0.400,4.000,4.035,2.028,15561.118,3087.356,15561.118,3087.356,2670.058,2596.418,"LINESTRING (-96.711909 43.587583, -96.711647 43.562321)",12518.920,12518.920,4898.588,2.555618,14.797,60.000,60.000,60.000,60.000,2.445,2.096,2.052,2.285,40.880,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12518.920,12518.920,0.000,8.110,0.000,-8.110,2.556,0.000,-2.556,2.787,0.000,-2.787,period-based
17,17,bpr,7,8,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12109.356,12109.356,-1.000,0.000,,6:4605;9:1921;,0.000,0.000,0.000,,,,0.000,5.559,32.381,20.125,0.540,1.544,1.544,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,12109.356,0.955,1.142,1.568,1.083,60.000,51.000,0.400,4.000,19.987,14.914,22578.041,1121.885,22578.041,1121.885,516.417,409.570,"LINESTRING (-96.693445 43.564107, -96.711404 43.562588)",12109.356,12109.356,7841.811,1.544204,5.559,60.000,60.000,60.000,60.000,23.227,16.112,15.325,19.805,49.180,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12109.356,12109.356,0.000,32.381,0.000,-32.381,1.544,0.000,-1.544,1.568,0.000,-1.568,period-based
18,18,bpr,7,18,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15931.250,15931.250,-1.000,0.000,,16:5344;20:9390;,0.000,0.000,0.000,,,,0.000,2.064,58.128,36.127,0.969,0.681,0.681,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,15931.250,0.955,1.142,0.205,0.000,60.000,51.000,0.400,4.000,54.209,50.964,19802.672,548.146,19802.672,548.146,17.104,0.000,"LINESTRING (-96.693687 43.563854, -96.694343 43.546754)",15931.250,15931.250,23403.473,0.680722,2.064,60.000,60.000,60.000,60.000,58.786,56.767,54.969,57.572,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15931.250,15931.250,0.000,58.128,0.000,-58.128,0.681,0.000,-0.681,0.205,0.000,-0.205,period-based
19,19,bpr,8,6,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12545.346,12545.346,-1.000,0.000,,2:4245;5:4799;,0.000,0.000,0.000,,,,0.000,14.905,8.051,5.004,0.134,2.561,2.561,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,12545.345,0.955,1.142,2.794,1.083,60.000,51.000,0.400,4.000,4.004,2.010,15593.966,3116.536,15593.966,3116.536,2698.358,2624.562,"LINESTRING (-96.711117 43.562327, -96.711379 43.587588)",12545.345,12545.345,4898.588,2.561013,14.905,60.000,60.000,60.000,60.000,2.420,2.076,2.033,2.263,40.870,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12545.346,12545.346,0.000,8.051,0.000,-8.051,2.561,0.000,-2.561,2.794,0.000,-2.794,period-based
20,20,bpr,8,7,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12054.576,12054.576,-1.000,0.000,,18:7940;,0.000,0.000,0.000,,,,0.000,5.513,32.651,20.293,0.544,1.537,1.537,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,12054.576,0.955,1.142,1.560,1.083,60.000,51.000,0.400,4.000,20.208,15.133,22475.904,1107.571,22475.904,1107.571,504.842,398.478,"LINESTRING (-96.711359 43.562060, -96.693400 43.563580)",12054.576,12054.576,7841.811,1.537218,5.513,60.000,60.000,60.000,60.000,23.598,16.354,15.553,20.116,49.327,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12054.576,12054.576,0.000,32.651,0.000,-32.651,1.537,0.000,-1.537,1.560,0.000,-1.560,period-based
21,21,bpr,8,9,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6873.766,6873.766,-1.000,0.000,,5:1322;10:2400;,0.000,0.000,0.000,,,,0.000,15.148,39.609,24.617,0.660,1.361,1.361,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,6873.766,0.955,1.142,1.358,0.750,60.000,51.000,0.400,4.000,26.336,21.613,42720.730,1735.396,42720.730,1735.396,589.769,387.599,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",6873.766,6873.766,5050.193,1.361090,15.148,60.000,60.000,60.000,60.000,33.891,23.488,22.260,29.091,53.233,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6873.766,6873.766,0.000,39.609,0.000,-39.609,1.361,0.000,-1.361,1.358,0.000,-1.358,period-based
