iteration_no,link_id,from_node_id,to_node_id,volume,travel_time
2,56,18,20,18100,4.21466
2,57,19,15,31250,12.5367
2,58,19,17,10950,9.96464
2,59,19,20,24400,90
2,60,20,18,18400,4.22925
2,61,20,19,24100,90
2,62,20,21,7700,10.8265
2,63,20,22,19000,90
2,64,21,20,7650,10.7024
2,65,21,22,6500,2.71581
2,66,21,24,6400,4.3254
2,67,22,15,11450,3.91096
2,68,22,20,18950,90
2,69,22,21,6500,2.71581
2,70,22,23,14050,41.409
2,71,23,14,7450,7.14214
2,72,23,22,14000,40.8794
2,73,23,24,12200,11.9912
2,74,24,13,13100,30.2988
2,75,24,21,6350,4.28446
2,76,24,23,11050,8.72397
3,1,1,2,10000,6.02
3,2,1,3,15400,4.11249
3,3,2,1,11100,6.03036
3,4,2,6,9966.67,17.2454
3,5,3,1,14300,4.08363
3,6,3,4,17466.7,4.65154
3,7,3,12,21300,4.41167
3,8,4,3,16366.7,4.50227
3,9,4,5,18333.3,2.33891
3,10,4,11,9700,19.722
3,11,5,4,20800,2.56153
3,12,5,6,7166.67,6.6406
3,13,5,9,17500,12.0342
3,14,6,2,11066.7,23.614
3,15,6,5,8733.33,9.8231
3,16,6,8,14500,25.0308
3,17,7,8,15133.3,9.24145
3,18,7,18,14333.3,2.04221
3,19,8,6,17166.7,47.2462
3,20,8,7,14433.3,8.16432
3,21,8,9,8200,20.4259
3,22,8,16,9733.33,15.3844
3,23,9,5,18400,13.5967
3,24,9,8,8166.67,20.2574
3,25,9,10,22233.3,5.93224
3,26,10,9,23200,6.47643
3,27,10,11,22433.3,23.9949
3,28,10,15,20866.7,11.1189
3,29,10,16,11333.3,21.8178
3,30,10,17,9400,23.0685
3,31,11,4,6233.33,8.33999
3,32,11,10,20600,18.5061
3,33,11,12,16933.3,90
3,34,11,14,19600,90
3,35,12,3,21300,4.41167
3,36,12,11,16533.3,90
3,37,12,13,14533.3,3.04461
3,38,13,12,14233.3,3.04104
3,39,13,24,9566.67,11.4799
3,40,14,11,14800,54.9052
3,41,14,15,17300,90
3,42,14,23,8100,8.39077
3,43,15,10,25266.7,17.0041
3,44,15,14,11633.3,24.8722
3,45,15,19,25833.3,7.45371
3,46,15,22,18566.7,9.29813
3,47,16,8,11733.3,26.929
3,48,16,10,9633.33,13.301
3,49,16,17,13433.3,15.0581
3,50,16,18,17400,3.27499
3,51,17,10,9400,23.0685
3,52,17,16,13500,15.3192
3,53,17,19,11033.3,10.2099
3,54,18,7,15033.3,2.05108
3,55,18,16,17633.3,3.29004
3,56,18,20,17866.7,4.2038
3,57,19,15,25566.7,7.27264
3,58,19,17,11100,10.4101
3,59,19,20,16266.7,71.0749
3,60,20,18,18700,4.24457
3,61,20,19,16066.7,67.8364
3,62,20,21,12266.7,37.0869
3,63,20,22,12666.7,34.0889
3,64,21,20,12833.3,43.2416
3,65,21,22,13400,14.929
3,66,21,24,8500,7.12385
3,67,22,15,17466.7,7.93306
3,68,22,20,12633.3,33.7839
3,69,22,21,14500,19.7262
3,70,22,23,9366.67,11.3894
3,71,23,14,8966.67,10.5936
3,72,23,22,9333.33,11.2848
3,73,23,24,9900,6.33229
3,74,24,13,9166.67,10.3052
3,75,24,21,7966.67,6.18225
3,76,24,23,10733.3,7.9857
4,1,1,2,8400,6.00996
4,2,1,3,14325,4.08422
4,3,2,1,8950,6.01283
4,4,2,6,7850,9.71249
4,5,3,1,13775,4.07201
4,6,3,4,21500,5.49573
4,7,3,12,22000,4.46851
4,8,4,3,20400,5.21232
4,9,4,5,22200,2.72867
4,10,4,11,9275,17.4706
4,11,5,4,22825,2.81426
4,12,5,6,9400,11.8153
4,13,5,9,19700,16.296
4,14,6,2,8400,11.1786
4,15,6,5,7725,7.56474
4,16,6,8,14000,22.0147
4,17,7,8,13375,6.80822
4,18,7,18,16250,2.06973
4,19,8,6,12875,16.3162
4,20,8,7,14675,8.51899
4,21,8,9,8550,22.3232
4,22,8,16,7300,8.28568
4,23,9,5,22000,22.5692
4,24,9,8,7225,16.2836
4,25,9,10,25250,7.87783
4,26,10,9,26325,8.76308
4,27,10,11,20025,17.0601
4,28,10,15,24025,14.9953
4,29,10,16,12700,32.0956
4,30,10,17,9250,22.1294
4,31,11,4,7650,11.3086
4,32,11,10,18050,12.961
4,33,11,12,12700,46.3224
4,34,11,14,14700,53.5433
4,35,12,3,22550,4.51715
4,36,12,11,12400,42.6453
4,37,12,13,15775,3.06193
4,38,13,12,16125,3.06761
4,39,13,24,11225,18.1774
4,40,14,11,11500,22.557
4,41,14,15,12975,35.751
4,42,14,23,9200,11.3072
4,43,15,10,24625,15.9282
4,44,15,14,10325,17.3308
4,45,15,19,23875,6.24918
4,46,15,22,20400,12.179
4,47,16,8,8800,11.9385
4,48,16,10,15175,61.2715
4,49,16,17,12925,13.1909
4,50,16,18,18475,3.34951
4,51,17,10,9125,21.381
4,52,17,16,14325,18.8858
4,53,17,19,11150,10.5627
4,54,18,7,14950,2.04995
4,55,18,16,21050,3.58902
4,56,18,20,17100,4.17101
4,57,19,15,22450,5.54019
4,58,19,17,12425,15.2037
4,59,19,20,12200,25.2229
4,60,20,18,18275,4.22308
4,61,20,19,12050,24.1982
4,62,20,21,10150,20.5725
4,63,20,22,10400,18.2194
4,64,21,20,10450,22.3733
4,65,21,22,11250,8.42324
4,66,21,24,7625,5.67046
4,67,22,15,19675,10.9421
4,68,22,20,11025,21.6952
4,69,22,21,12075,10.525
4,70,22,23,11700,21.9893
4,71,23,14,8650,9.71037
4,72,23,22,12425,26.88
4,73,23,24,11800,10.7439
4,74,24,13,11475,19.4833
4,75,24,21,7100,5.00752
4,76,24,23,11975,11.2742
5,1,1,2,7860,6.00763
5,2,1,3,12920,4.05573
5,3,2,1,7900,6.00779
5,4,2,6,7520,8.96865
5,5,3,1,12880,4.05504
5,6,3,4,21360,5.45715
5,7,3,12,22300,4.49459
5,8,4,3,22040,5.65175
5,9,4,5,22340,2.74723
5,10,4,11,8980,16.0795
5,11,5,4,21440,2.6339
5,12,5,6,7740,7.59251
5,13,5,9,20660,18.6641
5,14,6,2,7560,9.05377
5,15,6,5,9200,11.1711
5,16,6,8,12500,14.7197
5,17,7,8,13500,6.95259
5,18,7,18,15000,2.05063
5,19,8,6,14000,22.0147
5,20,8,7,14000,7.5715
5,21,8,9,8260,20.7344
5,22,8,16,8120,10.0299
5,23,9,5,18300,13.4113
5,24,9,8,9280,27.1022
5,25,9,10,25420,8.01053
5,26,10,9,24180,7.1021
5,27,10,11,20700,18.7703
5,28,10,15,24200,15.2603
5,29,10,16,12100,27.1508
5,30,10,17,9020,20.7757
5,31,11,4,10660,26.0152
5,32,11,10,18360,13.5222
5,33,11,12,10160,22.5161
5,34,11,14,11760,24.2929
5,35,12,3,21580,4.43375
5,36,12,11,9920,21.0099
5,37,12,13,16680,3.07741
5,38,13,12,15820,3.06264
5,39,13,24,12620,26.6511
5,40,14,11,11440,22.1727
5,41,14,15,10840,19.9812
5,42,14,23,9240,11.4351
5,43,15,10,23460,14.1785
5,44,15,14,11040,21.1178
5,45,15,19,22220,5.43768
5,46,15,22,19720,11.015
5,47,16,8,9100,12.9341
5,48,16,10,12140,27.4584
5,49,16,17,15100,22.8474
5,50,16,18,17440,3.27753
5,51,17,10,10720,33.488
5,52,17,16,13100,13.8094
5,53,17,19,11660,12.2401
5,54,18,7,14500,2.04421
5,55,18,16,20460,3.52571
5,56,18,20,16760,4.15781
5,57,19,15,21220,5.0276
5,58,19,17,11360,11.2262
5,59,19,20,11180,18.9669
5,60,20,18,19180,4.27066
5,61,20,19,9880,13.1284
5,62,20,21,9400,16.7197
5,63,20,22,9620,14.6778
5,64,21,20,10200,20.8618
5,65,21,22,12720,12.4977
5,66,21,24,9160,8.56172
5,67,22,15,20080,11.6165
5,68,22,20,9840,15.594
5,69,22,21,12300,11.1784
5,70,22,23,9780,12.7827
5,71,23,14,8720,9.89748
5,72,23,22,9940,13.3717
5,73,23,24,12220,12.0568
5,74,24,13,11660,20.5061
5,75,24,21,10380,12.171
5,76,24,23,11860,10.9231
6,1,1,2,7283.33,6.00563
6,2,1,3,12533.3,4.04935
6,3,2,1,7933.33,6.00792
6,4,2,6,7133.33,8.21323
6,5,3,1,11883.3,4.03988
6,6,3,4,20700,5.28523
6,7,3,12,21050,4.39268
6,8,4,3,20816.7,5.31445
6,9,4,5,22066.7,2.71133
6,10,4,11,8233.33,13.1225
6,11,5,4,21116.7,2.59652
6,12,5,6,8866.67,10.1869
6,13,5,9,19233.3,15.2631
6,14,6,2,7783.33,9.55443
6,15,6,5,8650,9.604
6,16,6,8,13416.7,18.8817
6,17,7,8,14616.7,8.43176
6,18,7,18,15550,2.05847
6,19,8,6,13850,21.1706
6,20,8,7,14133.3,7.74816
6,21,8,9,7883.33,18.9063
6,22,8,16,8250,10.3598
6,23,9,5,18500,13.7851
6,24,9,8,8500,22.0375
6,25,9,10,24600,7.39462
6,26,10,9,24583.3,7.38273
6,27,10,11,19383.3,15.5871
6,28,10,15,24300,15.4143
6,29,10,16,12333.3,28.9888
6,30,10,17,8866.67,19.9289
6,31,11,4,9400,18.1016
6,32,11,10,18633.3,14.0411
6,33,11,12,9233.33,17.2659
6,34,11,14,10700,17.9075
6,35,12,3,20283.3,4.33852
6,36,12,11,9950,21.1923
6,37,12,13,15950,3.06472
6,38,13,12,16000,3.06554
6,39,13,24,11866.7,21.7079
6,40,14,11,10500,16.8965
6,41,14,15,9866.67,15.2828
6,42,14,23,8950,10.5447
6,43,15,10,25566.7,17.5361
6,44,15,14,10033.3,15.9954
6,45,15,19,21116.7,4.98839
6,46,15,22,19550,10.7422
6,47,16,8,7583.33,8.82626
6,48,16,10,11633.3,23.7806
6,49,16,17,13666.7,15.9893
6,50,16,18,19700,3.45184
6,51,17,10,8933.33,20.2917
6,52,17,16,13000,13.453
6,53,17,19,11950,13.2975
6,54,18,7,16033.3,2.06608
6,55,18,16,19000,3.39096
6,56,18,20,18783.3,4.24895
6,57,19,15,22000,5.34256
6,58,19,17,11350,11.1938
6,59,19,20,10150,14.1679
6,60,20,18,18466.7,4.23259
6,61,20,19,10433.3,15.3516
6,62,20,21,9200,15.8361
6,63,20,22,9683.33,14.9352
6,64,21,20,9083.33,15.3466
6,65,21,22,11450,8.89233
6,66,21,24,9883.33,10.5377
6,67,22,15,20000,11.48
6,68,22,20,9666.67,14.867
6,69,22,21,11933.3,10.1319
6,70,22,23,10033.3,13.7286
6,71,23,14,8583.33,9.53636
6,72,23,22,10950,17.8015
6,73,23,24,11183.3,9.05442
6,74,24,13,11816.7,21.4113
6,75,24,21,9283.33,8.86736
6,76,24,23,11733.3,10.548
7,1,1,2,6914.29,6.00457
7,2,1,3,11771.4,4.0384
7,3,2,1,7314.29,6.00572
7,4,2,6,6885.71,7.78977
7,5,3,1,11371.4,4.03344
7,6,3,4,20742.9,5.2959
7,7,3,12,19457.1,4.28665
7,8,4,3,19842.9,5.08521
7,9,4,5,22385.7,2.75336
7,10,4,11,7800,11.7373
7,11,5,4,20885.7,2.57085
7,12,5,6,9128.57,10.951
7,13,5,9,19242.9,15.2835
7,14,6,2,7285.71,8.49672
7,15,6,5,9114.29,10.9076
7,16,6,8,13571.4,19.6742
7,17,7,8,14157.1,7.78024
7,18,7,18,15528.6,2.05815
7,19,8,6,13957.1,21.7708
7,20,8,7,13814.3,7.33372
7,21,8,9,7614.29,17.7513
7,22,8,16,8457.14,10.9187
7,23,9,5,17757.1,12.4568
7,24,9,8,8142.86,20.1383
7,25,9,10,24814.3,7.54976
7,26,10,9,23957.1,6.95295
7,27,10,11,18742.9,14.2556
7,28,10,15,24757.1,16.143
7,29,10,16,11857.1,25.3474
7,30,10,17,8757.14,19.3503
7,31,11,4,8500,14.0911
7,32,11,10,18485.7,13.758
7,33,11,12,9514.29,18.701
7,34,11,14,10100,15.0408
7,35,12,3,19957.1,4.31727
7,36,12,11,8971.43,16.041
7,37,12,13,15600,3.05922
7,38,13,12,15657.1,3.0601
7,39,13,24,11728.6,20.8979
7,40,14,11,11185.7,20.61
7,41,14,15,9500,13.8374
7,42,14,23,8371.43,9.00955
7,43,15,10,24142.9,15.1731
7,44,15,14,9985.71,15.7881
7,45,15,19,21085.7,4.97676
7,46,15,22,19742.9,11.0522
7,47,16,8,7971.43,9.67173
7,48,16,10,11714.3,24.337
7,49,16,17,12885.7,13.0555
7,50,16,18,19271.4,3.41379
7,51,17,10,8814.29,19.6495
7,52,17,16,12442.9,11.6122
7,53,17,19,11128.6,10.497
7,54,18,7,15871.4,2.06345
7,55,18,16,19085.7,3.39807
7,56,18,20,19100,4.26617
7,57,19,15,21271.4,5.04732
7,58,19,17,10742.9,9.37886
7,59,19,20,10528.6,15.7718
7,60,20,18,19157.1,4.26937
7,61,20,19,10328.6,14.9025
7,62,20,21,8757.14,14.0746
7,63,20,22,9300,13.453
7,64,21,20,8542.86,13.3128
7,65,21,22,11428.6,8.84088
7,66,21,24,10214.3,11.5992
7,67,22,15,19328.6,10.3973
7,68,22,20,9271.43,13.3496
7,69,22,21,11728.6,9.58796
7,70,22,23,10085.7,13.9334
7,71,23,14,8971.43,10.6076
7,72,23,22,9942.86,13.3824
7,73,23,24,10414.3,7.30511
7,74,24,13,11685.7,20.6522
7,75,24,21,9700,9.99381
7,76,24,23,10871.4,8.29975
8,1,1,2,7162.5,6.00526
8,2,1,3,11425,4.03408
8,3,2,1,7075,6.00501
8,4,2,6,7100,8.15359
8,5,3,1,11512.5,4.03513
8,6,3,4,19550,5.02255
8,7,3,12,19062.5,4.26409
8,8,4,3,20012.5,5.1228
8,9,4,5,20587.5,2.53893
8,10,4,11,8287.5,13.3118
8,11,5,4,21425,2.63213
8,12,5,6,8775,9.93503
8,13,5,9,17662.5,12.2991
8,14,6,2,7012.5,8.00098
8,15,6,5,8300,8.75058
8,16,6,8,13637.5,20.0209
8,17,7,8,13787.5,7.3002
8,18,7,18,15512.5,2.05791
8,19,8,6,13075,17.2267
8,20,8,7,13525,6.98195
8,21,8,9,8275,20.8126
8,22,8,16,8612.5,11.3658
8,23,9,5,18975,14.7227
8,24,9,8,7875,18.8687
8,25,9,10,23412.5,6.60556
8,26,10,9,24425,7.2709
8,27,10,11,18775,14.3193
8,28,10,15,23237.5,13.8727
8,29,10,16,11887.5,25.5668
8,30,10,17,8675,18.9304
8,31,11,4,8012.5,12.3886
8,32,11,10,18562.5,13.9045
8,33,11,12,8712.5,14.9311
8,34,11,14,11325,21.4529
8,35,12,3,18687.5,4.24391
8,36,12,11,9187.5,17.0439
8,37,12,13,15312.5,3.05498
8,38,13,12,15512.5,3.05791
8,39,13,24,11475,19.4833
8,40,14,11,10462.5,16.7133
8,41,14,15,9862.5,15.2654
8,42,14,23,9037.5,10.8045
8,43,15,10,24425,15.6095
8,44,15,14,9562.5,14.0723
8,45,15,19,20675,4.82718
8,46,15,22,18737.5,9.53315
8,47,16,8,8187.5,10.1992
8,48,16,10,11775,24.7619
8,49,16,17,12300,11.1784
8,50,16,18,19412.5,3.42604
8,51,17,10,8725,19.1846
8,52,17,16,12425,11.5572
8,53,17,19,10512.5,8.76603
8,54,18,7,15775,2.06193
8,55,18,16,18750,3.37079
8,56,18,20,19800,4.30739
8,57,19,15,20762.5,4.85831
8,58,19,17,10687.5,9.22794
8,59,19,20,9987.5,13.5322
8,60,20,18,19300,4.2775
8,61,20,19,10250,14.5745
8,62,20,21,8500,13.1671
8,63,20,22,9012.5,12.4552
8,64,21,20,8187.5,12.1699
8,65,21,22,11362.5,8.68405
8,66,21,24,10187.5,11.5094
8,67,22,15,19437.5,10.5655
8,68,22,20,8987.5,12.3728
8,69,22,21,11275,8.48053
8,70,22,23,9462.5,11.6965
8,71,23,14,8475,9.2621
8,72,23,22,10050,13.7934
8,73,23,24,10075,6.64683
8,74,24,13,11575,20.0301
8,75,24,21,9962.5,10.7822
8,76,24,23,10100,6.69312
9,1,1,2,6877.78,6.00448
9,2,1,3,10955.6,4.02881
9,3,2,1,6688.89,6.004
9,4,2,6,6911.11,7.83115
9,5,3,1,11144.4,4.03085
9,6,3,4,19677.8,5.04955
9,7,3,12,18144.4,4.21677
9,8,4,3,19611.1,5.0354
9,9,4,5,21044.4,2.5884
9,10,4,11,7866.67,11.936
9,11,5,4,21188.9,2.60472
9,12,5,6,8922.22,10.3435
9,13,5,9,17988.9,12.8538
9,14,6,2,6722.22,7.5341
9,15,6,5,8777.78,9.94254
9,16,6,8,13633.3,19.9989
9,17,7,8,13577.8,7.04447
9,18,7,18,15400,2.05624
9,19,8,6,13300,18.3021
9,20,8,7,13244.4,6.66169
9,21,8,9,8022.22,19.5508
9,22,8,16,8733.33,11.7306
9,23,9,5,18277.8,13.3706
9,24,9,8,7666.67,17.9668
9,25,9,10,23877.8,6.90083
9,26,10,9,23911.1,6.92266
9,27,10,11,18655.6,14.0844
9,28,10,15,23922.2,14.8424
9,29,10,16,11566.7,23.3311
9,30,10,17,8611.11,18.6119
9,31,11,4,7755.56,11.6077
9,32,11,10,18500,13.7851
9,33,11,12,8888.89,15.6766
9,34,11,14,10522.2,17.006
9,35,12,3,18400,4.22925
9,36,12,11,8433.33,13.8402
9,37,12,13,15377.8,3.05592
9,38,13,12,15277.8,3.05448
9,39,13,24,11566.7,19.984
9,40,14,11,10811.1,18.4943
9,41,14,15,9233.33,12.8861
9,42,14,23,8522.22,9.38036
9,43,15,10,23711.1,14.5344
9,44,15,14,9133.33,12.55
9,45,15,19,20633.3,4.8125
9,46,15,22,19011.1,9.92318
9,47,16,8,8422.22,10.8216
9,48,16,10,11822.2,25.097
9,49,16,17,12300,11.1784
9,50,16,18,18655.6,3.36337
9,51,17,10,8655.56,18.8327
9,52,17,16,12311.1,11.2116
9,53,17,19,10488.9,8.70545
9,54,18,7,15733.3,2.06127
9,55,18,16,18588.9,3.35821
9,56,18,20,19400,4.28329
9,57,19,15,20300,4.69818
9,58,19,17,10544.4,8.84864
9,59,19,20,9944.44,13.3689
9,60,20,18,19566.7,4.29316
9,61,20,19,9666.67,12.3651
9,62,20,21,8088.89,11.878
9,63,20,22,8922.22,12.1609
9,64,21,20,8033.33,11.7181
9,65,21,22,11144.4,8.18555
9,66,21,24,9666.67,9.89817
9,67,22,15,18933.3,9.81058
9,68,22,20,8766.67,11.6745
9,69,22,21,10633.3,7.12651
9,70,22,23,10455.6,15.4725
9,71,23,14,8911.11,10.4317
9,72,23,22,9711.11,12.5378
9,73,23,24,10122.2,6.73456
9,74,24,13,11366.7,18.9068
9,75,24,21,10122.2,11.2934
9,76,24,23,9766.67,6.10357
10,1,1,2,6980,6.00475
10,2,1,3,11070,4.03003
10,3,2,1,6870,6.00446
10,4,2,6,6990,7.96265
10,5,3,1,11180,4.03125
10,6,3,4,18850,4.88378
10,7,3,12,17240,4.17668
10,8,4,3,18730,4.86149
10,9,4,5,20410,2.52059
10,10,4,11,7600,11.1711
10,11,5,4,20550,2.53502
10,12,5,6,8640,9.57814
10,13,5,9,17520,12.0664
10,14,6,2,6880,7.78052
10,15,6,5,8520,9.27464
10,16,6,8,13590,19.7712
10,17,7,8,13350,6.77983
10,18,7,18,15380,2.05595
10,19,8,6,13360,18.5983
10,20,8,7,13050,6.45135
10,21,8,9,7820,18.6236
10,22,8,16,8760,11.8132
10,23,9,5,17780,12.4953
10,24,9,8,7500,17.2963
10,25,9,10,23500,6.65976
10,26,10,9,23540,6.68474
10,27,10,11,18670,14.1125
10,28,10,15,24070,15.0629
10,29,10,16,11690,24.1689
10,30,10,17,8560,18.3622
10,31,11,4,7440,10.7492
10,32,11,10,18680,14.1321
10,33,11,12,8910,15.7688
10,34,11,14,10180,15.3948
10,35,12,3,17470,4.1863
10,36,12,11,8730,15.003
10,37,12,13,15090,3.05185
10,38,13,12,15240,3.05394
10,39,13,24,11400,19.0824
10,40,14,11,10310,15.9881
10,41,14,15,9000,12.1187
10,42,14,23,8760,10.0064
10,43,15,10,24100,15.1082
10,44,15,14,9450,13.6528
10,45,15,19,20260,4.68484
10,46,15,22,18750,9.5506
10,47,16,8,8550,11.183
10,48,16,10,11550,23.2199
10,49,16,17,12300,11.1784
10,50,16,18,18420,3.34537
10,51,17,10,8600,18.5573
10,52,17,16,12220,10.9419
10,53,17,19,10470,8.65727
10,54,18,7,15680,2.06045
10,55,18,16,18150,3.32556
10,56,18,20,19540,4.29156
10,57,19,15,20360,4.71835
10,58,19,17,10430,8.55612
10,59,19,20,9600,12.1367
10,60,20,18,19470,4.2874
10,61,20,19,9660,12.3421
10,62,20,21,7880,11.2939
10,63,20,22,8730,11.5635
10,64,21,20,7910,11.375
10,65,21,22,10480,6.83715
10,66,21,24,9990,10.8684
10,67,22,15,19030,9.95074
10,68,22,20,8590,11.1525
10,69,22,21,10700,7.25629
10,70,22,23,9800,12.8547
10,71,23,14,8440,9.17571
10,72,23,22,10160,14.2293
10,73,23,24,9750,6.07563
10,74,24,13,11450,19.3488
10,75,24,21,9800,10.2867
10,76,24,23,9790,6.14293
11,1,1,2,6672.73,6.00397
11,2,1,3,10718.2,4.02639
11,3,2,1,6572.73,6.00373
11,4,2,6,6845.45,7.72509
11,5,3,1,10818.2,4.02739
11,6,3,4,18318.2,4.78818
11,7,3,12,16518.2,4.14889
11,8,4,3,18290.9,4.7835
11,9,4,5,20100,2.48967
11,10,4,11,7381.82,10.6024
11,11,5,4,20309.1,2.51037
11,12,5,6,8800,10.003
11,13,5,9,17136.4,11.4675
11,14,6,2,6745.45,7.56931
11,15,6,5,8772.73,9.92888
11,16,6,8,13554.5,19.5864
11,17,7,8,13181.8,6.59293
11,18,7,18,15363.6,2.05572
11,19,8,6,13427.3,18.9351
11,20,8,7,12890.9,6.2861
11,21,8,9,7654.55,17.9166
11,22,8,16,8781.82,11.8813
11,23,9,5,17372.7,11.8318
11,24,9,8,7363.64,16.78
