link_id,tmc_corridor_name,link_type_name,from_node_id,to_node_id,meso_link_id,from_cell_code,lanes,length,free_speed_kmph,free_speed_mph,FFTT,time_period,inflow_volume,volume,CA,CD,density,queue,queue_ratio,discharge_cap,TD_free_flow_travel_time,waiting_time_in_sec,speed,geometry,notes
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0710:00.000_0711:00.000,1.000,0.000,16.000,0.000,2.667,16.000,0.009,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0711:00.000_0712:00.000,1.000,8.000,17.000,8.000,1.500,9.000,0.005,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0712:00.000_0713:00.000,0.000,0.000,17.000,8.000,1.500,9.000,0.005,431.670,6.000,0.003,59.999,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0713:00.000_0714:00.000,9.000,0.000,26.000,8.000,3.000,18.000,0.010,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0714:00.000_0715:00.000,2.000,1.000,28.000,9.000,3.167,19.000,0.011,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0715:00.000_0716:00.000,2.000,6.000,30.000,15.000,2.500,15.000,0.008,431.670,6.000,0.002,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0716:00.000_0717:00.000,3.000,1.000,33.000,16.000,2.833,17.000,0.009,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0717:00.000_0718:00.000,1.000,1.000,34.000,17.000,2.833,17.000,0.009,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0718:00.000_0719:00.000,0.000,0.000,34.000,17.000,2.833,17.000,0.009,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0719:00.000_0720:00.000,2.000,9.000,36.000,26.000,1.667,10.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0720:00.000_0721:00.000,4.000,2.000,40.000,28.000,2.000,12.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0721:00.000_0722:00.000,2.000,2.000,42.000,30.000,2.000,12.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0722:00.000_0723:00.000,0.000,3.000,42.000,33.000,1.500,9.000,0.005,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0723:00.000_0724:00.000,3.000,1.000,45.000,34.000,1.833,11.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0724:00.000_0725:00.000,2.000,0.000,47.000,34.000,2.167,13.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0725:00.000_0726:00.000,2.000,2.000,49.000,36.000,2.167,13.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0726:00.000_0727:00.000,1.000,4.000,50.000,40.000,1.667,10.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0727:00.000_0728:00.000,0.000,2.000,50.000,42.000,1.333,8.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0728:00.000_0729:00.000,0.000,0.000,50.000,42.000,1.333,8.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0729:00.000_0730:00.000,7.000,3.000,57.000,45.000,2.000,12.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0730:00.000_0731:00.000,1.000,2.000,58.000,47.000,1.833,11.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0731:00.000_0732:00.000,1.000,2.000,59.000,49.000,1.667,10.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0732:00.000_0733:00.000,3.000,1.000,62.000,50.000,2.000,12.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0733:00.000_0734:00.000,1.000,0.000,63.000,50.000,2.167,13.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0734:00.000_0735:00.000,1.000,0.000,64.000,50.000,2.333,14.000,0.008,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0735:00.000_0736:00.000,2.000,7.000,66.000,57.000,1.500,9.000,0.005,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0736:00.000_0737:00.000,1.000,1.000,67.000,58.000,1.500,9.000,0.005,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0737:00.000_0738:00.000,4.000,1.000,71.000,59.000,2.000,12.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0738:00.000_0739:00.000,2.000,3.000,73.000,62.000,1.833,11.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0739:00.000_0740:00.000,2.000,1.000,75.000,63.000,2.000,12.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0740:00.000_0741:00.000,2.000,1.000,77.000,64.000,2.167,13.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0741:00.000_0742:00.000,0.000,2.000,77.000,66.000,1.833,11.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0742:00.000_0743:00.000,2.000,1.000,79.000,67.000,2.000,12.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0743:00.000_0744:00.000,1.000,4.000,80.000,71.000,1.500,9.000,0.005,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0744:00.000_0745:00.000,0.000,2.000,80.000,73.000,1.167,7.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0745:00.000_0746:00.000,2.000,2.000,82.000,75.000,1.167,7.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0746:00.000_0747:00.000,0.000,2.000,82.000,77.000,0.833,5.000,0.003,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0747:00.000_0748:00.000,3.000,0.000,85.000,77.000,1.333,8.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0748:00.000_0749:00.000,2.000,2.000,87.000,79.000,1.333,8.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0749:00.000_0750:00.000,1.000,1.000,88.000,80.000,1.333,8.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0750:00.000_0751:00.000,1.000,0.000,89.000,80.000,1.500,9.000,0.005,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0751:00.000_0752:00.000,1.000,2.000,90.000,82.000,1.333,8.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0752:00.000_0753:00.000,1.000,0.000,91.000,82.000,1.500,9.000,0.005,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0753:00.000_0754:00.000,1.000,3.000,92.000,85.000,1.167,7.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0754:00.000_0755:00.000,1.000,2.000,93.000,87.000,1.000,6.000,0.003,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0755:00.000_0756:00.000,0.000,1.000,93.000,88.000,0.833,5.000,0.003,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0756:00.000_0757:00.000,1.000,1.000,94.000,89.000,0.833,5.000,0.003,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0757:00.000_0758:00.000,6.000,1.000,100.000,90.000,1.667,10.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0758:00.000_0759:00.000,1.000,1.000,101.000,91.000,1.667,10.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0759:00.000_0800:00.000,2.000,1.000,103.000,92.000,1.833,11.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0800:00.000_0801:00.000,2.000,1.000,105.000,93.000,2.000,12.000,0.007,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0801:00.000_0802:00.000,4.000,0.000,109.000,93.000,2.667,16.000,0.009,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0802:00.000_0803:00.000,0.000,1.000,109.000,94.000,2.500,15.000,0.008,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0803:00.000_0804:00.000,1.000,6.000,110.000,100.000,1.667,10.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0804:00.000_0805:00.000,1.000,1.000,111.000,101.000,1.667,10.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0805:00.000_0806:00.000,2.000,2.000,113.000,103.000,1.667,10.000,0.006,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0806:00.000_0807:00.000,0.000,2.000,113.000,105.000,1.333,8.000,0.004,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0807:00.000_0808:00.000,1.000,4.000,114.000,109.000,0.833,5.000,0.003,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0808:00.000_0809:00.000,1.000,0.000,115.000,109.000,1.000,6.000,0.003,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
1,network_wide,,1,2,-1,,1.0,6000.000,60.000,37.290,6.000,0809:00.000_0810:00.000,0.000,1.000,115.000,110.000,0.833,5.000,0.003,431.670,6.000,0.000,60.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0700:00.000_0701:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0701:00.000_0702:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0702:00.000_0703:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0703:00.000_0704:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0704:00.000_0705:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.058,4.001,0.035,59.991,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0705:00.000_0706:00.000,17.000,0.000,17.000,0.000,4.250,17.000,0.014,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0706:00.000_0707:00.000,1.000,0.000,18.000,0.000,4.500,18.000,0.015,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0707:00.000_0708:00.000,0.000,0.000,18.000,0.000,4.500,18.000,0.015,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0708:00.000_0709:00.000,1.000,0.000,19.000,0.000,4.750,19.000,0.016,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0709:00.000_0710:00.000,5.000,17.000,24.000,17.000,1.750,7.000,0.006,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0710:00.000_0711:00.000,1.000,1.000,25.000,18.000,1.750,7.000,0.006,390.058,4.000,0.001,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0711:00.000_0712:00.000,11.000,0.000,36.000,18.000,4.500,18.000,0.015,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0712:00.000_0713:00.000,1.000,1.000,37.000,19.000,4.500,18.000,0.015,390.058,4.000,0.006,59.998,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0713:00.000_0714:00.000,3.000,5.000,40.000,24.000,4.000,16.000,0.013,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0714:00.000_0715:00.000,7.000,1.000,47.000,25.000,5.500,22.000,0.018,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0715:00.000_0716:00.000,0.000,11.000,47.000,36.000,2.750,11.000,0.009,390.058,4.000,0.006,59.998,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0716:00.000_0717:00.000,5.000,1.000,52.000,37.000,3.750,15.000,0.013,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0717:00.000_0718:00.000,3.000,3.000,55.000,40.000,3.750,15.000,0.013,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0718:00.000_0719:00.000,4.000,7.000,59.000,47.000,3.000,12.000,0.010,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0719:00.000_0720:00.000,7.000,0.000,66.000,47.000,4.750,19.000,0.016,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0720:00.000_0721:00.000,1.000,5.000,67.000,52.000,3.750,15.000,0.013,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0721:00.000_0722:00.000,6.000,3.000,73.000,55.000,4.500,18.000,0.015,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0722:00.000_0723:00.000,0.000,4.000,73.000,59.000,3.500,14.000,0.012,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0723:00.000_0724:00.000,7.000,7.000,80.000,66.000,3.500,14.000,0.012,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0724:00.000_0725:00.000,6.000,1.000,86.000,67.000,4.750,19.000,0.016,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0725:00.000_0726:00.000,1.000,6.000,87.000,73.000,3.500,14.000,0.012,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0726:00.000_0727:00.000,0.000,0.000,87.000,73.000,3.500,14.000,0.012,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0727:00.000_0728:00.000,2.000,7.000,89.000,80.000,2.250,9.000,0.007,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0728:00.000_0729:00.000,0.000,6.000,89.000,86.000,0.750,3.000,0.002,390.058,4.000,0.021,59.995,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0729:00.000_0730:00.000,15.000,1.000,104.000,87.000,4.250,17.000,0.014,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0730:00.000_0731:00.000,0.000,0.000,104.000,87.000,4.250,17.000,0.014,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0731:00.000_0732:00.000,1.000,2.000,105.000,89.000,4.000,16.000,0.013,390.058,4.000,0.000,60.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
2,network_wide,,1,3,-1,,1.0,4000.000,60.000,37.290,4.000,0732:00.000_0733:00.000,1.000,0.000,106.000,89.000,4.250,17.000,0.014,390.058,4.000,0.003,59.999,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",simulation-based
