first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,FFTT,co2,nox,OD_based_UE_relative_gap_compared_to_least_time_path_travel_time,path_based_UE_gap,path_based_relative_UE_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,toll,number_of_nodes,node_sequence,link_id_sequence,geometry,link_special_flag_sequence,sequential_link_delay,sequential_link_FFTT,DTM_OD_impact,DTM_path_impact,DTM_#_of_lane_closure_links,lane_closure_link_vector,DTM_new_path_generated,DTM_volume_before,DTM_volume_after,DTM_volume_diff, DTM_TT_0,DTM_Vol_0,
0,16,1,10,0,9,1->10,0,auto,am,1300.0000,18.0000,11.1871,25.9902,18.0000,6.582867,0.001496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1300,139.9379,0.0000,6,1;3;4;5;9;10;,2;6;9;13;25;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",,0.009;0.284;0.329;4.673;2.694;,4.000;4.000;2.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,17,1,10,0,9,1->10,0,auto,am,0.0000,19.0000,11.8086,33.9238,19.0000,7.547574,0.001571,0.0000,7.9326,0.1943,0.0000,0.0000,0.0000,0.0000,0,33.9238,0.0000,5,1;3;12;11;10;,2;7;36;32;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",,0.009;0.022;7.690;7.204;,4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,18,1,11,0,10,1->11,0,auto,am,500.0000,14.0000,8.7011,15.4267,14.0000,4.817170,0.001225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,500,139.4940,0.0000,4,1;3;4;11;,2;6;10;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131)",,0.009;0.284;1.133;,4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,19,1,11,0,10,1->11,0,auto,am,0.0000,14.0000,8.7011,21.7201,14.0000,5.331676,0.001190,0.0000,6.2928,0.1541,0.0000,0.0000,0.0000,0.0000,0,21.7201,0.0000,4,1;3;12;11;,2;7;36;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",,0.009;0.022;7.690;,4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,20,1,12,0,11,1->12,0,auto,am,200.0000,8.0000,4.9720,8.0304,8.0000,2.769416,0.000736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200,137.9470,0.0000,3,1;3;12;,2;7;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",,0.009;0.022;,4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,21,1,13,0,12,1->13,0,auto,am,500.0000,11.0000,6.8365,11.0544,11.0000,3.807134,0.001011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,500,138.6111,0.0000,4,1;3;12;13;,2;7;37;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,0.009;0.022;0.024;,4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,22,1,14,0,13,1->14,0,auto,am,300.0000,18.0000,11.1871,29.1402,18.0000,7.014467,0.001547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300,139.8607,0.0000,5,1;3;4;11;14;,2;6;10;34;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306)",,0.009;0.284;1.133;9.714;,4.000;4.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,23,1,14,0,13,1->14,0,auto,am,0.0000,18.0000,11.1871,35.4337,18.0000,7.528972,0.001513,0.0000,6.2928,0.1527,0.0000,0.0000,0.0000,0.0000,0,35.4337,0.0000,5,1;3;12;11;14;,2;7;36;34;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306)",,0.009;0.022;7.690;9.714;,4.000;4.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,24,1,14,0,13,1->14,0,auto,am,0.0000,21.0000,13.0516,41.2246,21.0000,8.894987,0.001813,0.0000,12.0825,0.2931,0.0000,0.0000,0.0000,0.0000,0,41.2246,0.0000,7,1;3;12;13;24;23;14;,2;7;37;39;76;71;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",,0.009;0.022;0.024;13.503;1.699;4.968;,4.000;4.000;3.000;4.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,25,1,15,0,14,1->15,0,auto,am,500.0000,24.0000,14.9161,39.7159,24.0000,9.148735,0.001951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,500,140.5034,0.0000,7,1;3;4;5;9;10;15;,2;6;9;13;25;28;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",,0.009;0.284;0.329;4.673;2.694;7.726;,4.000;4.000;2.000;5.000;3.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,26,1,15,0,14,1->15,0,auto,am,0.0000,23.0000,14.2946,41.3161,23.0000,9.227508,0.001928,0.0000,1.6000,0.0336,0.0000,0.0000,0.0000,0.0000,0,41.3161,0.0000,6,1;3;4;11;14;15;,2;6;10;34;41;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",,0.009;0.284;1.133;9.714;7.176;,4.000;4.000;6.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,27,1,15,0,14,1->15,0,auto,am,0.0000,23.0000,14.2946,47.6095,23.0000,9.742013,0.001893,0.0000,7.8928,0.1658,0.0000,0.0000,0.0000,0.0000,0,47.6095,0.0000,6,1;3;12;11;14;15;,2;7;36;34;41;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",,0.009;0.022;7.690;9.714;7.176;,4.000;4.000;6.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,28,1,16,0,15,1->16,0,auto,am,471.5534,18.0000,11.1871,38.0972,18.0000,7.895421,0.001557,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,472,139.9809,0.0000,5,1;2;6;8;16;,1;4;16;22;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",,0.001;1.550;12.797;5.749;,6.000;5.000;2.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,29,1,16,0,15,1->16,0,auto,am,0.0000,22.0000,13.6731,46.0947,22.0000,9.503947,0.001863,0.0000,7.9978,0.1680,0.0000,0.0000,0.0000,0.0000,0,46.0947,0.0000,7,1;3;4;5;9;10;16;,2;6;9;13;25;29;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744)",,0.009;0.284;0.329;4.673;2.694;16.105;,4.000;4.000;2.000;5.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,30,1,16,0,15,1->16,0,auto,am,28.4466,21.0000,13.0516,38.0999,21.0000,8.699982,0.001854,0.0000,0.0026,0.0001,0.0000,0.0000,0.0000,0.0000,28,140.2609,0.0000,7,1;2;6;8;7;18;16;,1;4;16;20;18;55;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,0.001;1.550;12.797;2.513;0.064;0.175;,6.000;5.000;2.000;3.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,31,1,16,0,15,1->16,0,auto,am,0.0000,33.0000,20.5096,46.0707,33.0000,11.869315,0.002725,0.0000,7.9721,0.1674,0.0000,0.0000,0.0000,0.0000,0,46.0707,0.0000,9,1;3;4;5;9;8;7;18;16;,2;6;9;13;24;20;18;55;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,0.009;0.284;0.329;4.673;5.023;2.513;0.064;0.175;,4.000;4.000;2.000;5.000;10.000;3.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,32,1,17,0,16,1->17,0,auto,am,0.0000,27.0000,16.7806,43.9384,27.0000,10.259661,0.002210,0.0000,1.6398,0.0344,0.0000,0.0000,0.0000,0.0000,0,43.9384,0.0000,6,1;3;4;11;10;17;,2;6;10;32;30;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280)",,0.009;0.284;1.133;7.204;8.308;,4.000;4.000;6.000;5.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,33,1,17,0,16,1->17,0,auto,am,400.0000,26.0000,16.1591,42.2982,26.0000,9.809460,0.002101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,400,140.8518,0.0000,7,1;3;4;5;9;10;17;,2;6;9;13;25;30;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",,0.009;0.284;0.329;4.673;2.694;8.308;,4.000;4.000;2.000;5.000;3.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,34,1,17,0,16,1->17,0,auto,am,0.0000,20.0000,12.4301,47.2599,20.0000,9.254057,0.001733,0.0000,4.9610,0.1042,0.0000,0.0000,0.0000,0.0000,0,47.2599,0.0000,6,1;2;6;8;16;17;,1;4;16;22;49;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",,0.001;1.550;12.797;5.749;7.163;,6.000;5.000;2.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,35,1,18,0,17,1->18,0,auto,am,100.0000,18.0000,11.1871,34.9251,18.0000,7.669220,0.001587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100,141.3178,0.0000,6,1;2;6;8;7;18;,1;4;16;20;18;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,0.001;1.550;12.797;2.513;0.064;,6.000;5.000;2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,36,1,18,0,17,1->18,0,auto,am,0.0000,21.0000,13.0516,42.8959,21.0000,9.085172,0.001825,0.0000,7.9706,0.1674,0.0000,0.0000,0.0000,0.0000,0,42.8959,0.0000,8,1;3;4;5;6;8;7;18;,2;6;9;12;16;20;18;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,0.009;0.284;0.329;5.899;12.797;2.513;0.064;,4.000;4.000;2.000;4.000;2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,37,1,18,0,17,1->18,0,auto,am,0.0000,30.0000,18.6451,42.8959,30.0000,10.838552,0.002458,0.0000,7.9695,0.1674,0.0000,0.0000,0.0000,0.0000,0,42.8959,0.0000,8,1;3;4;5;9;8;7;18;,2;6;9;13;24;20;18;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,0.009;0.284;0.329;4.673;5.023;2.513;0.064;,4.000;4.000;2.000;5.000;10.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,38,1,19,0,18,1->19,0,auto,am,300.0000,27.0000,16.7806,44.0498,27.0000,10.212236,0.002187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300,141.3935,0.0000,8,1;3;4;5;9;10;15;19;,2;6;9;13;25;28;45;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",,0.009;0.284;0.329;4.673;2.694;7.726;1.334;,4.000;4.000;2.000;5.000;3.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,39,1,19,0,18,1->19,0,auto,am,0.0000,26.0000,16.1591,45.6500,26.0000,10.291008,0.002164,0.0000,1.6000,0.0293,0.0000,0.0000,0.0000,0.0000,0,45.6500,0.0000,7,1;3;4;11;14;15;19;,2;6;10;34;41;45;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",,0.009;0.284;1.133;9.714;7.176;1.334;,4.000;4.000;6.000;4.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,40,1,19,0,18,1->19,0,auto,am,0.0000,22.0000,13.6731,54.5699,22.0000,10.403137,0.001897,0.0000,10.5187,0.1928,0.0000,0.0000,0.0000,0.0000,0,54.5699,0.0000,7,1;2;6;8;16;17;19;,1;4;16;22;49;53;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,0.001;1.550;12.797;5.749;7.163;5.310;,6.000;5.000;2.000;5.000;2.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,41,1,19,0,18,1->19,0,auto,am,0.0000,26.0000,16.1591,51.9434,26.0000,10.805514,0.002129,0.0000,7.8928,0.1446,0.0000,0.0000,0.0000,0.0000,0,51.9434,0.0000,7,1;3;12;11;14;15;19;,2;7;36;34;41;45;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",,0.009;0.022;7.690;9.714;7.176;1.334;,4.000;4.000;6.000;4.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,42,1,19,0,18,1->19,0,auto,am,0.0000,26.0000,16.1591,48.5703,26.0000,10.775585,0.002244,0.0000,4.5214,0.0829,0.0000,0.0000,0.0000,0.0000,0,48.5703,0.0000,8,1;2;6;8;7;18;20;19;,1;4;16;20;18;56;61;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)",,0.001;1.550;12.797;2.513;0.064;0.271;5.374;,6.000;5.000;2.000;3.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,43,1,20,0,19,1->20,0,auto,am,300.0000,22.0000,13.6731,39.1962,22.0000,9.042488,0.001941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300,139.9410,0.0000,7,1;2;6;8;7;18;20;,1;4;16;20;18;56;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,0.001;1.550;12.797;2.513;0.064;0.271;,6.000;5.000;2.000;3.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,44,1,20,0,19,1->20,0,auto,am,0.0000,25.0000,15.5376,47.1669,25.0000,10.458440,0.002179,0.0000,7.9706,0.1461,0.0000,0.0000,0.0000,0.0000,0,47.1669,0.0000,9,1;3;4;5;6;8;7;18;20;,2;6;9;12;16;20;18;56;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,0.009;0.284;0.329;5.899;12.797;2.513;0.064;0.271;,4.000;4.000;2.000;4.000;2.000;3.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,45,1,20,0,19,1->20,0,auto,am,0.0000,31.0000,19.2666,53.3360,31.0000,11.936449,0.002490,0.0000,14.1392,0.2591,0.0000,0.0000,0.0000,0.0000,0,53.3360,0.0000,9,1;3;4;5;9;10;15;19;20;,2;6;9;13;25;28;45;59;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",,0.009;0.284;0.329;4.673;2.694;7.726;1.334;5.286;,4.000;4.000;2.000;5.000;3.000;6.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,46,1,21,0,20,1->21,0,auto,am,100.0000,18.0000,11.1871,40.2912,18.0000,8.240529,0.001610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100,141.3179,0.0000,6,1;3;12;13;24;21;,2;7;37;39;75;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485)",,0.009;0.022;0.024;13.503;8.734;,4.000;4.000;3.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,47,1,21,0,20,1->21,0,auto,am,0.0000,37.0000,22.9956,61.4413,37.0000,14.031330,0.002971,0.0000,21.1527,0.3443,0.0000,0.0000,0.0000,0.0000,0,61.4413,0.0000,10,1;3;4;5;9;10;15;19;20;21;,2;6;9;13;25;28;45;59;62;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",,0.009;0.284;0.329;4.673;2.694;7.726;1.334;5.286;2.105;,4.000;4.000;2.000;5.000;3.000;6.000;3.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,48,1,22,0,21,1->22,0,auto,am,0.0000,26.0000,16.1591,56.6149,26.0000,11.249649,0.002128,0.0000,12.1910,0.1984,0.0000,0.0000,0.0000,0.0000,0,56.6149,0.0000,7,1;3;12;11;14;15;22;,2;7;36;34;41;46;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858)",,0.009;0.022;7.690;9.714;7.176;6.005;,4.000;4.000;6.000;4.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
