link_id,link_no,layer_no,from_node_id,to_node_id,from_gate_flag,to_gate_flag,link_type,link_type_name,link_type_code,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_plf1,QVDF_alpha1,QVDF_beta1,QVDF_cd1,QVDF_n1,QVDF_s1,geometry
4131,4098,0,2403,553,-1,-1,10,footway,footway,1.000000,0.046870,60.000000,51.000000,0.046870,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9350267 33.4166705, -111.9355308 33.4166672)",
4132,4099,0,553,545,-1,-1,10,footway,footway,1.000000,0.035730,60.000000,51.000000,0.035730,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9355308 33.4166672, -111.9359150 33.4166610)",
4133,4100,0,2429,546,-1,-1,10,footway,footway,1.000000,0.013860,60.000000,51.000000,0.013860,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9357667 33.4163741, -111.9358550 33.4163746, -111.9359153 33.4163809)",
4134,4101,0,546,555,-1,-1,10,footway,footway,1.000000,0.019840,60.000000,51.000000,0.019840,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9359153 33.4163809, -111.9360071 33.4163952, -111.9361211 33.4164267)",
4135,4102,0,555,2425,-1,-1,10,footway,footway,1.000000,0.035720,60.000000,51.000000,0.035720,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9361211 33.4164267, -111.9361538 33.4164404, -111.9365014 33.4164384)",
4136,4103,0,2425,77,-1,-1,10,footway,footway,1.000000,0.010660,60.000000,51.000000,0.010660,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9365014 33.4164384, -111.9366160 33.4164391)",
4137,4104,0,545,2430,-1,-1,10,footway,footway,1.000000,0.013370,60.000000,51.000000,0.013370,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9359150 33.4166610, -111.9360581 33.4166494)",
4138,4105,0,2431,2432,-1,-1,10,footway,footway,1.000000,0.001000,60.000000,51.000000,0.001000,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9361095 33.4166303, -111.9361118 33.4166220)",
4139,4106,0,2430,2433,-1,-1,10,footway,footway,1.000000,0.001310,60.000000,51.000000,0.001310,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9360581 33.4166494, -111.9360646 33.4166599)",
4140,4107,0,545,2434,-1,-1,10,footway,footway,1.000000,0.009030,60.000000,51.000000,0.009030,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9359150 33.4166610, -111.9359959 33.4167060)",
4141,4108,0,553,2435,-1,-1,10,footway,footway,1.000000,0.004070,60.000000,51.000000,0.004070,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9355308 33.4166672, -111.9355315 33.4166305)",
4142,4109,0,2435,2436,-1,-1,10,footway,footway,1.000000,0.002270,60.000000,51.000000,0.002270,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9355315 33.4166305, -111.9355336 33.4166101)",
4143,4110,0,2429,2437,-1,-1,10,footway,footway,1.000000,0.004660,60.000000,51.000000,0.004660,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9357667 33.4163741, -111.9357663 33.4164161)",
4144,4111,0,2432,554,-1,-1,10,footway,footway,1.000000,0.006300,60.000000,51.000000,0.006300,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9361118 33.4166220, -111.9361110 33.4165652)",
4145,4112,0,2430,2431,-1,-1,10,footway,footway,1.000000,0.005320,60.000000,51.000000,0.005320,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9360581 33.4166494, -111.9360977 33.4166391, -111.9361095 33.4166303)",
4146,4113,0,2438,2439,-1,-1,10,footway,footway,1.000000,0.049390,60.000000,51.000000,0.049390,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9342794 33.4186824, -111.9342461 33.4186647, -111.9342514 33.4185326, -111.9345856 33.4185294)",
4147,4114,0,2439,2440,-1,-1,10,footway,footway,1.000000,0.030900,60.000000,51.000000,0.030900,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9345856 33.4185294, -111.9349179 33.4185261)",
4148,4115,0,2440,2441,-1,-1,10,footway,footway,1.000000,0.004670,60.000000,51.000000,0.004670,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349179 33.4185261, -111.9349681 33.4185255)",
4149,4116,0,2441,2442,-1,-1,10,footway,footway,1.000000,0.006080,60.000000,51.000000,0.006080,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349681 33.4185255, -111.9350335 33.4185264)",
4150,4117,0,2442,2443,-1,-1,10,footway,footway,1.000000,0.006580,60.000000,51.000000,0.006580,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9350335 33.4185264, -111.9351043 33.4185270)",
4151,4118,0,2444,1297,-1,-1,10,footway,footway,1.000000,0.003280,60.000000,51.000000,0.003280,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9327081 33.4183969, -111.9327074 33.4184265)",
4152,4119,0,1297,158,-1,-1,10,footway,footway,1.000000,0.005840,60.000000,51.000000,0.005840,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9327074 33.4184265, -111.9327088 33.4184792)",
4153,4120,0,2377,2445,-1,-1,10,footway,footway,1.000000,0.005090,60.000000,51.000000,0.005090,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9327100 33.4183051, -111.9327101 33.4183510)",
4154,4121,0,2445,2444,-1,-1,10,footway,footway,1.000000,0.005090,60.000000,51.000000,0.005090,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9327101 33.4183510, -111.9327081 33.4183969)",
4155,4122,0,925,2446,-1,-1,8,service,service,1.000000,0.017400,60.000000,51.000000,0.017400,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9340561 33.4192653, -111.9341584 33.4192653, -111.9342432 33.4192663)",
4156,4123,0,2446,925,-1,-1,8,service,service,1.000000,0.017400,60.000000,51.000000,0.017400,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9342432 33.4192663, -111.9341584 33.4192653, -111.9340561 33.4192653)",
4157,4124,0,2447,2448,-1,-1,10,footway,footway,1.000000,0.014220,60.000000,51.000000,0.014220,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9329422 33.4184389, -111.9330815 33.4184918)",
4158,4125,0,2448,2449,-1,-1,10,footway,footway,1.000000,0.006640,60.000000,51.000000,0.006640,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9330815 33.4184918, -111.9331529 33.4184927)",
4159,4126,0,2450,2451,-1,-1,8,service,service,1.000000,0.010140,60.000000,51.000000,0.010140,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9328556 33.4183481, -111.9328792 33.4183937, -111.9328871 33.4184349)",
4160,4127,0,2451,2450,-1,-1,8,service,service,1.000000,0.010140,60.000000,51.000000,0.010140,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9328871 33.4184349, -111.9328792 33.4183937, -111.9328556 33.4183481)",
4161,4128,0,2451,2452,-1,-1,8,service,service,1.000000,0.026470,60.000000,51.000000,0.026470,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9328871 33.4184349, -111.9328923 33.4186736)",
4162,4129,0,2452,2451,-1,-1,8,service,service,1.000000,0.026470,60.000000,51.000000,0.026470,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9328923 33.4186736, -111.9328871 33.4184349)",
4163,4130,0,2439,2453,-1,-1,10,footway,footway,1.000000,0.005120,60.000000,51.000000,0.005120,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9345856 33.4185294, -111.9345840 33.4185756)",
4164,4131,0,2454,2440,-1,-1,10,footway,footway,1.000000,0.002980,60.000000,51.000000,0.002980,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349167 33.4184992, -111.9349179 33.4185261)",
4165,4132,0,2440,390,-1,-1,10,footway,footway,1.000000,0.049500,60.000000,51.000000,0.049500,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349179 33.4185261, -111.9349263 33.4189725)",
4166,4133,0,390,2420,-1,-1,10,footway,footway,1.000000,0.005380,60.000000,51.000000,0.005380,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349263 33.4189725, -111.9349279 33.4190210)",
4167,4134,0,2420,2423,-1,-1,10,footway,footway,1.000000,0.005800,60.000000,51.000000,0.005800,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349279 33.4190210, -111.9349277 33.4190733)",
4168,4135,0,2423,2455,-1,-1,10,footway,footway,1.000000,0.034500,60.000000,51.000000,0.034500,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349277 33.4190733, -111.9349269 33.4193845)",
4169,4136,0,2456,2455,-1,-1,10,footway,footway,1.000000,0.004590,60.000000,51.000000,0.004590,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9348776 33.4193827, -111.9349269 33.4193845)",
4170,4137,0,2455,2457,-1,-1,10,footway,footway,1.000000,0.012060,60.000000,51.000000,0.012060,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349269 33.4193845, -111.9350566 33.4193852)",
4171,4138,0,2386,2376,-1,-1,8,service,service,1.000000,0.063980,60.000000,51.000000,0.063980,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9333781 33.4173559, -111.9326900 33.4173629)",
4172,4139,0,2376,2386,-1,-1,8,service,service,1.000000,0.063980,60.000000,51.000000,0.063980,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9326900 33.4173629, -111.9333781 33.4173559)",
4173,4140,0,2376,2108,-1,-1,8,service,service,1.000000,0.051720,60.000000,51.000000,0.051720,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9326900 33.4173629, -111.9321337 33.4173666)",
4174,4141,0,2108,2376,-1,-1,8,service,service,1.000000,0.051720,60.000000,51.000000,0.051720,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9321337 33.4173666, -111.9326900 33.4173629)",
4175,4142,0,2108,808,-1,-1,8,service,service,1.000000,0.068840,60.000000,51.000000,0.068840,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9321337 33.4173666, -111.9318890 33.4173687, -111.9315921 33.4173807, -111.9313962 33.4174076)",
4176,4143,0,808,2108,-1,-1,8,service,service,1.000000,0.068840,60.000000,51.000000,0.068840,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9313962 33.4174076, -111.9315921 33.4173807, -111.9318890 33.4173687, -111.9321337 33.4173666)",
4177,4144,0,2450,2445,-1,-1,8,service,service,1.000000,0.013530,60.000000,51.000000,0.013530,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9328556 33.4183481, -111.9327101 33.4183510)",
4178,4145,0,2445,2450,-1,-1,8,service,service,1.000000,0.013530,60.000000,51.000000,0.013530,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9327101 33.4183510, -111.9328556 33.4183481)",
4179,4146,0,2445,907,-1,-1,8,service,service,1.000000,0.091320,60.000000,51.000000,0.091320,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9327101 33.4183510, -111.9317279 33.4183602)",
4180,4147,0,907,2445,-1,-1,8,service,service,1.000000,0.091320,60.000000,51.000000,0.091320,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9317279 33.4183602, -111.9327101 33.4183510)",
4181,4148,0,907,2141,-1,-1,8,service,service,1.000000,0.005570,60.000000,51.000000,0.005570,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9317279 33.4183602, -111.9316680 33.4183616)",
4182,4149,0,2141,907,-1,-1,8,service,service,1.000000,0.005570,60.000000,51.000000,0.005570,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9316680 33.4183616, -111.9317279 33.4183602)",
4183,4150,0,2141,194,-1,-1,8,service,service,1.000000,0.024880,60.000000,51.000000,0.024880,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9316680 33.4183616, -111.9314005 33.4183668)",
4184,4151,0,194,2141,-1,-1,8,service,service,1.000000,0.024880,60.000000,51.000000,0.024880,800.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9314005 33.4183668, -111.9316680 33.4183616)",
4185,4152,0,1351,2134,-1,-1,10,footway,footway,1.000000,0.004640,60.000000,51.000000,0.004640,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9301271 33.4182921, -111.9300772 33.4182924)",
4186,4153,0,2134,1342,-1,-1,10,footway,footway,1.000000,0.005440,60.000000,51.000000,0.005440,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9300772 33.4182924, -111.9300187 33.4182921)",
4187,4154,0,1443,2290,-1,-1,10,footway,footway,1.000000,0.071750,60.000000,51.000000,0.071750,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9287361 33.4176908, -111.9280821 33.4176901, -111.9280141 33.4176737, -111.9279671 33.4176739)",
4188,4155,0,2396,809,-1,-1,10,footway,footway,1.000000,0.006420,60.000000,51.000000,0.006420,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9301170 33.4166042, -111.9300852 33.4166556)",
4189,4156,0,809,1321,-1,-1,10,footway,footway,1.000000,0.009180,60.000000,51.000000,0.009180,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9300852 33.4166556, -111.9300424 33.4167302)",
4190,4157,0,2458,2395,-1,-1,10,footway,footway,1.000000,0.064950,60.000000,51.000000,0.064950,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9295956 33.4165917, -111.9296740 33.4165292, -111.9300654 33.4161585)",
4191,4158,0,2395,193,-1,-1,10,footway,footway,1.000000,0.035930,60.000000,51.000000,0.035930,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9300654 33.4161585, -111.9300748 33.4161208, -111.9302938 33.4159021)",
4192,4159,0,1320,810,-1,-1,10,footway,footway,1.000000,0.007310,60.000000,51.000000,0.007310,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9294930 33.4166835, -111.9295471 33.4166356)",
4193,4160,0,810,2458,-1,-1,10,footway,footway,1.000000,0.006630,60.000000,51.000000,0.006630,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9295471 33.4166356, -111.9295956 33.4165917)",
4194,4161,0,2459,1773,-1,-1,10,footway,footway,1.000000,0.025460,60.000000,51.000000,0.025460,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9277693 33.4156657, -111.9277661 33.4154361)",
4195,4162,0,1753,1777,-1,-1,10,footway,footway,1.000000,0.059060,60.000000,51.000000,0.059060,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9280072 33.4149048, -111.9280060 33.4149945, -111.9279897 33.4154373)",
4196,4163,0,2460,1300,-1,-1,10,footway,footway,1.000000,0.003640,60.000000,51.000000,0.003640,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9348857 33.4160604, -111.9348466 33.4160603)",
4197,4164,0,1300,2142,-1,-1,10,footway,footway,1.000000,0.064670,60.000000,51.000000,0.064670,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9348466 33.4160603, -111.9341510 33.4160635)",
4198,4165,0,2142,2125,-1,-1,10,footway,footway,1.000000,0.028590,60.000000,51.000000,0.028590,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9341510 33.4160635, -111.9338435 33.4160663)",
4199,4166,0,2125,2145,-1,-1,10,footway,footway,1.000000,0.043120,60.000000,51.000000,0.043120,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9338435 33.4160663, -111.9333798 33.4160724)",
4200,4167,0,2145,2144,-1,-1,10,footway,footway,1.000000,0.008030,60.000000,51.000000,0.008030,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9333798 33.4160724, -111.9333270 33.4160151)",
4201,4168,0,1723,587,-1,-1,10,footway,footway,1.000000,0.004750,60.000000,51.000000,0.004750,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9350065 33.4160605, -111.9349554 33.4160606)",
4202,4169,0,587,2460,-1,-1,10,footway,footway,1.000000,0.006480,60.000000,51.000000,0.006480,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9349554 33.4160606, -111.9348857 33.4160604)",
4203,4170,0,87,2392,-1,-1,10,footway,footway,1.000000,0.036440,60.000000,51.000000,0.036440,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9370852 33.4145236, -111.9370528 33.4145522, -111.9368887 33.4145511, -111.9367682 33.4145511, -111.9367084 33.4145447)",
4204,4171,0,1747,2461,-1,-1,10,footway,footway,1.000000,0.057260,60.000000,51.000000,0.057260,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9307984 33.4148738, -111.9308468 33.4148491, -111.9314060 33.4148457)",
4205,4172,0,2461,1582,-1,-1,10,footway,footway,1.000000,0.122550,60.000000,51.000000,0.122550,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9314060 33.4148457, -111.9316682 33.4148441, -111.9320334 33.4148653, -111.9326525 33.4148625, -111.9327228 33.4148687)",
4206,4173,0,1271,1263,-1,-1,10,footway,footway,1.000000,0.073100,60.000000,51.000000,0.073100,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9288085 33.4212419, -111.9288193 33.4212728, -111.9288239 33.4212980, -111.9288280 33.4218436, -111.9288284 33.4218996)",
4207,4174,0,2462,458,-1,-1,10,footway,footway,1.000000,0.006260,60.000000,51.000000,0.006260,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9288118 33.4211358, -111.9288107 33.4211923)",
4208,4175,0,458,1271,-1,-1,10,footway,footway,1.000000,0.005500,60.000000,51.000000,0.005500,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9288107 33.4211923, -111.9288085 33.4212419)",
4209,4176,0,1461,2463,-1,-1,10,footway,footway,1.000000,0.025600,60.000000,51.000000,0.025600,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9285082 33.4221106, -111.9287835 33.4221132)",
4210,4177,0,2463,1462,-1,-1,10,footway,footway,1.000000,0.007560,60.000000,51.000000,0.007560,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9287835 33.4221132, -111.9288479 33.4221549)",
4211,4178,0,1462,882,-1,-1,10,footway,footway,1.000000,0.010360,60.000000,51.000000,0.010360,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9288479 33.4221549, -111.9289593 33.4221573)",
4212,4179,0,882,1216,-1,-1,10,footway,footway,1.000000,0.011890,60.000000,51.000000,0.011890,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9289593 33.4221573, -111.9290872 33.4221584)",
4213,4180,0,1217,694,-1,-1,10,footway,footway,1.000000,0.012750,60.000000,51.000000,0.012750,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9291120 33.4221301, -111.9290744 33.4220195)",
4214,4181,0,694,1243,-1,-1,10,footway,footway,1.000000,0.010990,60.000000,51.000000,0.010990,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9290744 33.4220195, -111.9290499 33.4219225)",
4215,4182,0,1264,696,-1,-1,10,footway,footway,1.000000,0.010460,60.000000,51.000000,0.010460,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9287954 33.4219231, -111.9287920 33.4220174)",
4216,4183,0,696,2463,-1,-1,10,footway,footway,1.000000,0.010650,60.000000,51.000000,0.010650,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9287920 33.4220174, -111.9287835 33.4221132)",
4217,4184,0,1244,794,-1,-1,10,footway,footway,1.000000,0.008090,60.000000,51.000000,0.008090,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9290197 33.4218969, -111.9289327 33.4218987)",
4218,4185,0,794,1263,-1,-1,10,footway,footway,1.000000,0.009700,60.000000,51.000000,0.009700,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9289327 33.4218987, -111.9288284 33.4218996)",
4219,4186,0,1586,254,-1,-1,10,footway,footway,1.000000,0.003420,60.000000,51.000000,0.003420,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9367853 33.4176173, -111.9367844 33.4176481)",
4220,4187,0,254,303,-1,-1,10,footway,footway,1.000000,0.003950,60.000000,51.000000,0.003950,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9367844 33.4176481, -111.9367840 33.4176837)",
4221,4188,0,1558,2179,-1,-1,10,footway,footway,1.000000,0.004220,60.000000,51.000000,0.004220,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9367846 33.4174378, -111.9367878 33.4174758)",
4222,4189,0,2179,1584,-1,-1,10,footway,footway,1.000000,0.003560,60.000000,51.000000,0.003560,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9367878 33.4174758, -111.9367891 33.4175079)",
4223,4190,0,2374,640,-1,-1,10,footway,footway,1.000000,0.004930,60.000000,51.000000,0.004930,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9398265 33.4205838, -111.9398795 33.4205853)",
4224,4191,0,640,2192,-1,-1,10,footway,footway,1.000000,0.016250,60.000000,51.000000,0.016250,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9398795 33.4205853, -111.9399158 33.4205874, -111.9399917 33.4205874, -111.9400541 33.4205853)",
4225,4192,0,2192,1986,-1,-1,10,footway,footway,1.000000,0.016500,60.000000,51.000000,0.016500,800.000000,walk,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-111.9400541 33.4205853, -111.9401037 33.4205828, -111.9401488 33.4205429, -111.9401480 33.4204907)",
